has_know_more_link,phase2_ready,state,state_id,district,district_id,extraction_date,udise_code,operational_status,school_name,know_more_link,edu_district,edu_block,academic_year,school_category,school_management,class_range,school_type,school_location,address,pin_code,source_url,extraction_timestamp,location,class_from,class_to,year_of_establishment,national_management,state_management,affiliation_board_sec,affiliation_board_hsec,total_students,total_boys,total_girls,enrollment_class_range,total_teachers,male_teachers,female_teachers,extraction_status,fields_extracted,critical_fields_extracted
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:22.994437,,,"MCD Pratibha Vidyalaya New (Co-ed), Sri Nagar, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600244/12,North West B-i,Doe Zone-11,2025-26,1-Primary,2-Local Body,1 To 5,3-Co-educational,2-Urban,"North DMC Pratibha Vidyalaya New (Co.ed) , Sri Nagar, Delhi",110034,https://kys.udiseplus.gov.in/#/schooldetail/1600244/12,2025-08-10T19:45:29.145698,2-Urban,1,5,1974,3-Local Body,2-MCD,NA,NA,424,220,204,N/A,11,1,10,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.026198,,,"MCD Pratibha Vidyalaya No.1 (Girls), Nithari, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602193/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,2-Girls,2-Urban,"North DMC Pratibha Vidyalaya No.1 (Girls) , Nithari, Delhi",110086,https://kys.udiseplus.gov.in/#/schooldetail/1602193/12,2025-08-10T19:45:37.163581,2-Urban,1,5,1959,3-Local Body,2-MCD,NA,NA,1032,0,1032,N/A,29,14,15,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.058541,,,"MCD Pratibha Vidyalaya No.2 (Girls), Nithari, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602282/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,2-Girls,2-Urban,"North DMC Pratibha Vidyalaya No.2 (Girls) , Nithari, Delhi",110086,https://kys.udiseplus.gov.in/#/schooldetail/1602282/12,2025-08-10T19:45:45.116120,2-Urban,1,5,2009,3-Local Body,2-MCD,NA,NA,1105,0,1105,N/A,28,13,15,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.095505,,,"MCD Primary School (Boys), A-2, Ashok Vihar, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600830/12,North West B-i,Doe Zone-11,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , A-2 Ashok Vihar, Delhi",110052,https://kys.udiseplus.gov.in/#/schooldetail/1600830/12,2025-08-10T19:45:52.994973,2-Urban,1,5,1991,3-Local Body,2-MCD,NA,NA,176,176,0,N/A,4,3,1,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.127645,,,"MCD Primary School (Boys), C-Block, Wazirpur Industrial Area, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1601558/12,North West B-i,Doe Zone-11,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , C-Block, Wazirpur Industrial Area, Delhi",110052,https://kys.udiseplus.gov.in/#/schooldetail/1601558/12,2025-08-10T19:46:00.969447,2-Urban,1,5,1989,3-Local Body,2-MCD,NA,NA,135,135,0,N/A,3,3,0,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.162382,,,"MCD Primary School (Boys), Krishna Vihar, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600801/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , Krishna Vihar, Delhi",110086,https://kys.udiseplus.gov.in/#/schooldetail/1600801/12,2025-08-10T19:46:08.915968,2-Urban,1,5,2000,3-Local Body,2-MCD,NA,NA,322,322,0,N/A,12,8,4,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.196827,,,"MCD Primary School (Boys), Madanpur Dabas, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1601866/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , Madanpur Dabas, Delhi",110081,https://kys.udiseplus.gov.in/#/schooldetail/1601866/12,2025-08-10T19:46:16.912054,2-Urban,1,5,1963,3-Local Body,2-MCD,NA,NA,358,358,0,N/A,11,6,5,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.229637,,,"MCD Primary School (Boys), Mangolpuri, E-Block, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1601587/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , Mangolpuri E Block, Delhi",110083,https://kys.udiseplus.gov.in/#/schooldetail/1601587/12,2025-08-10T19:46:24.882409,2-Urban,1,5,1978,3-Local Body,2-MCD,NA,NA,150,150,0,N/A,4,4,0,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.274264,,,"MCD Primary School (Boys), Mangolpuri, F-Block, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605007/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , Mangolpuri F Block, Delhi",110083,https://kys.udiseplus.gov.in/#/schooldetail/1605007/12,2025-08-10T19:46:32.795557,2-Urban,1,5,1979,3-Local Body,2-MCD,NA,NA,319,319,0,N/A,7,7,0,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.307746,,,"MCD Primary School (Boys), Mangolpuri, K-Block, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1601594/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , Mangolpuri K Block, Delhi",110083,https://kys.udiseplus.gov.in/#/schooldetail/1601594/12,2025-08-10T19:46:40.762711,2-Urban,1,5,1980,3-Local Body,2-MCD,NA,NA,191,191,0,N/A,9,8,1,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.340122,,,"MCD Primary School (Boys), Mangolpuri, O-Block, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1601600/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , Mangolpuri O Block, Delhi",110083,https://kys.udiseplus.gov.in/#/schooldetail/1601600/12,2025-08-10T19:46:48.763823,2-Urban,1,5,1987,3-Local Body,2-MCD,NA,NA,180,180,0,N/A,6,6,0,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.371905,,,"MCD Primary School (Boys), Mangolpuri, Q-Block, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1601604/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , Mangolpuri Q Block ,Second Shift, Delhi",110083,https://kys.udiseplus.gov.in/#/schooldetail/1601604/12,2025-08-10T19:46:56.825102,2-Urban,1,5,1980,3-Local Body,2-MCD,NA,NA,194,194,0,N/A,10,9,1,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.405637,,,"MCD Primary School (Boys), Mangolpuri, S-Block, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1601611/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , Mangolpuri S Block, Delhi",110083,https://kys.udiseplus.gov.in/#/schooldetail/1601611/12,2025-08-10T19:47:04.904085,2-Urban,1,5,1978,3-Local Body,2-MCD,NA,NA,251,251,0,N/A,9,7,2,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.437903,,,"MCD Primary School (Boys), Mubarakpur Dabbas, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605170/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , Mubarak Pur, Delhi",110086,https://kys.udiseplus.gov.in/#/schooldetail/1605170/12,2025-08-10T19:47:12.712950,2-Urban,1,5,1995,3-Local Body,2-MCD,NA,NA,1388,1388,0,N/A,30,29,1,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.471163,,,"MCD Primary School (Boys), Pooth Kalan, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600802/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , Pooth Kalan, Delhi",110086,https://kys.udiseplus.gov.in/#/schooldetail/1600802/12,2025-08-10T19:47:20.597209,2-Urban,1,5,1950,3-Local Body,2-MCD,NA,NA,693,693,0,N/A,22,16,6,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.507713,,,"MCD Primary School (Boys), Rani Khera, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600988/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , Rani Khera, Delhi",110081,https://kys.udiseplus.gov.in/#/schooldetail/1600988/12,2025-08-10T19:47:28.472221,2-Urban,1,5,1907,3-Local Body,2-MCD,NA,NA,182,182,0,N/A,7,1,6,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.539612,,,"MCD Primary School (Boys), Sector-21, Rohini, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1601620/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , Sector-21 Rohini, Delhi",110086,https://kys.udiseplus.gov.in/#/schooldetail/1601620/12,2025-08-10T19:47:36.513927,2-Urban,1,5,2012,3-Local Body,2-MCD,NA,NA,581,581,0,N/A,14,10,4,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.576952,,,"MCD Primary School (Boys), Shakurpur, G-Block, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600738/12,North West B-i,Doe Zone-11,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , Shakur pur G Block, Delhi",110034,https://kys.udiseplus.gov.in/#/schooldetail/1600738/12,2025-08-10T19:47:44.462364,2-Urban,1,5,1982,3-Local Body,2-MCD,NA,NA,172,172,0,N/A,5,2,3,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.608909,,,"MCD Primary School (Boys), Shakurpur, H-Block, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600736/12,North West B-i,Doe Zone-11,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , Shakurpur H Block, Delhi",110034,https://kys.udiseplus.gov.in/#/schooldetail/1600736/12,2025-08-10T19:47:52.365257,2-Urban,1,5,1976,3-Local Body,2-MCD,NA,NA,467,467,0,N/A,11,6,5,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.641720,,,"MCD Primary School (Boys), Shakurpur Village, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600733/12,North West B-i,Doe Zone-11,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , Shakurpur Vill., Delhi",110034,https://kys.udiseplus.gov.in/#/schooldetail/1600733/12,2025-08-10T19:48:00.402738,2-Urban,1,5,1960,3-Local Body,2-MCD,NA,NA,302,302,0,N/A,8,7,1,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.673437,,,"MCD Primary School (Boys), Sultan Puri, C4-Block, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1601568/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , Sultan Puri C4 Block, Delhi",110086,https://kys.udiseplus.gov.in/#/schooldetail/1601568/12,2025-08-10T19:48:08.339046,2-Urban,1,5,1978,3-Local Body,2-MCD,NA,NA,351,351,0,N/A,11,11,0,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.709389,,,"MCD Primary School (Boys), Sultan Puri, C6-Block, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1601570/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , Sultan Puri C6 Block, Delhi",110086,https://kys.udiseplus.gov.in/#/schooldetail/1601570/12,2025-08-10T19:48:16.458778,2-Urban,1,5,1982,3-Local Body,2-MCD,NA,NA,195,195,0,N/A,4,4,0,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.745159,,,"MCD Primary School (Boys), Sultan Puri, D-Block, Near Mother Dairy Booth, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1601575/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , Sultan Puri D Block, Near Mother Dairy Booth, Delhi-110086",110086,https://kys.udiseplus.gov.in/#/schooldetail/1601575/12,2025-08-10T19:48:24.486307,2-Urban,1,5,1978,3-Local Body,2-MCD,NA,NA,408,408,0,N/A,13,12,1,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.777624,,,"MCD Primary School (Boys), Sultan Puri, E-Block, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605004/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , Sultanpuri E- Ii ,Delhi-86",110083,https://kys.udiseplus.gov.in/#/schooldetail/1605004/12,2025-08-10T19:48:32.552556,2-Urban,1,5,1983,3-Local Body,2-MCD,NA,NA,661,661,0,N/A,16,13,3,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.814284,,,"MCD Primary School (Boys), Sultan Puri, F-Block, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1601578/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , Sultan puri F Block, Delhi",110086,https://kys.udiseplus.gov.in/#/schooldetail/1601578/12,2025-08-10T19:48:40.494627,2-Urban,1,5,1977,3-Local Body,2-MCD,NA,NA,463,463,0,N/A,14,13,1,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.847112,,,"MCD Primary School (Boys), Sultan Puri, G2-Block, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1601580/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , Sultan Puri G-2 Delhi-86",110086,https://kys.udiseplus.gov.in/#/schooldetail/1601580/12,2025-08-10T19:48:48.518251,2-Urban,1,5,1984,3-Local Body,2-MCD,NA,NA,985,985,0,N/A,21,16,5,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.890941,,,"MCD Primary School (Boys), Sultan Puri, P1-Block, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600835/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , P-1 Block, Sultan Puri, Delhi",110086,https://kys.udiseplus.gov.in/#/schooldetail/1600835/12,2025-08-10T19:48:56.599548,2-Urban,1,5,1998,3-Local Body,2-MCD,NA,NA,417,417,0,N/A,13,13,0,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.933831,,,"MCD Primary School (Boys), Wazirpur Village, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600833/12,North West B-i,Doe Zone-11,2025-26,1-Primary,2-Local Body,1 To 5,1-Boys,2-Urban,"North DMC Primary School (Boys) , Wazirpur Vill., Delhi",110052,https://kys.udiseplus.gov.in/#/schooldetail/1600833/12,2025-08-10T19:49:04.525549,2-Urban,1,5,1946,3-Local Body,2-MCD,NA,NA,380,380,0,N/A,10,5,5,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.967161,,,"MCD Primary School (Co-ed), A-1, Ashok Vihar, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600020/12,North West B-i,Doe Zone-11,2025-26,1-Primary,2-Local Body,1 To 5,2-Girls,2-Urban,"North DMC Primary School (Girls) , A-1, Ashok Vihar, Delhi",110052,https://kys.udiseplus.gov.in/#/schooldetail/1600020/12,2025-08-10T19:49:12.561640,2-Urban,1,5,1977,3-Local Body,2-MCD,NA,NA,252,0,252,N/A,10,2,8,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:23.998990,,,"MCD Primary School (Co-ed), A-Block, Wazirpur Industrial Area, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1601556/12,North West B-i,Doe Zone-11,2025-26,1-Primary,2-Local Body,1 To 5,3-Co-educational,2-Urban,"North DMC Primary School (Co.ed) , A Block, Wazirpur Industrial Area, Delhi",110052,https://kys.udiseplus.gov.in/#/schooldetail/1601556/12,2025-08-10T19:49:20.476995,2-Urban,1,5,1982,3-Local Body,2-MCD,NA,NA,203,98,105,N/A,9,5,4,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:24.030061,,,"MCD Primary School (Co-ed), Aman Vihar, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605787/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,3-Co-educational,2-Urban,"MCD Primary School (Co-ed), Aman Vihar, Delhi",110086,https://kys.udiseplus.gov.in/#/schooldetail/1605787/12,2025-08-10T19:49:28.444841,2-Urban,1,5,2022,3-Local Body,2-MCD,NA,NA,386,204,182,N/A,11,7,4,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:24.061854,,,"MCD Primary School (Co-ed), Ashoka Park Main, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600232/12,North West B-i,Doe Zone-11,2025-26,1-Primary,2-Local Body,1 To 5,3-Co-educational,2-Urban,"North DMC Primary School (Co.ed) , Ashoka Park Main, Delhi",110035,https://kys.udiseplus.gov.in/#/schooldetail/1600232/12,2025-08-10T19:49:36.405856,2-Urban,1,5,1978,3-Local Body,2-MCD,NA,NA,145,67,78,N/A,6,0,6,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:24.093134,,,"MCD Primary School (Co-ed), B-2, Ashok Vihar, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600829/12,North West B-i,Doe Zone-11,2025-26,1-Primary,2-Local Body,1 To 5,3-Co-educational,2-Urban,"North DMC Primary School (Co.ed) , B-2 Ashok Vihar, Delhi",110052,https://kys.udiseplus.gov.in/#/schooldetail/1600829/12,2025-08-10T19:49:44.334509,2-Urban,1,5,1974,3-Local Body,2-MCD,NA,NA,697,381,316,N/A,20,2,18,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:24.124717,,,"MCD Primary School (Co-ed), B-2, Sukhdev Kunj, Keshav Puram, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600245/12,North West B-i,Doe Zone-11,2025-26,1-Primary,2-Local Body,1 To 5,3-Co-educational,2-Urban,"North DMC Primary School (Co.ed) , B-2 Sukhdev Kunj Keshav Puram, Delhi",110035,https://kys.udiseplus.gov.in/#/schooldetail/1600245/12,2025-08-10T19:49:52.428361,2-Urban,1,5,1990,3-Local Body,2-MCD,NA,NA,387,230,157,N/A,13,3,10,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:24.157157,,,"MCD Primary School (Co-ed), Bharat Nagar, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600821/12,North West B-i,Doe Zone-11,2025-26,1-Primary,2-Local Body,1 To 5,3-Co-educational,2-Urban,"North DMC Primary School (Co.ed) , Bharat Nagar, Delhi",110052,https://kys.udiseplus.gov.in/#/schooldetail/1600821/12,2025-08-10T19:50:00.398727,2-Urban,1,5,1952,3-Local Body,2-MCD,NA,NA,153,94,59,N/A,5,2,3,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:24.195519,,,"MCD Primary School (Co-ed), C-2, Ashok Vihar, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600828/12,North West B-i,Doe Zone-11,2025-26,1-Primary,2-Local Body,1 To 5,3-Co-educational,2-Urban,"North DMC Primary School (Co.ed) , C-2 Ashok Vihar, Delhi",110052,https://kys.udiseplus.gov.in/#/schooldetail/1600828/12,2025-08-10T19:50:08.342394,2-Urban,1,5,1974,3-Local Body,2-MCD,NA,NA,318,169,149,N/A,10,2,8,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:24.228414,,,"MCD Primary School (Co-ed), C-8 Nanak Kunj Keshav Puram, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600238/12,North West B-i,Doe Zone-11,2025-26,1-Primary,2-Local Body,1 To 5,3-Co-educational,2-Urban,"North DMC Primary School (Co.ed) , C-8 Nanak Kunj Keshav Puram, Delhi",110035,https://kys.udiseplus.gov.in/#/schooldetail/1600238/12,2025-08-10T19:50:16.427096,2-Urban,1,5,1976,3-Local Body,2-MCD,NA,NA,314,146,168,N/A,11,2,9,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:24.261220,,,"MCD Primary School (Co-ed), C-Block, Wazirpur Industrial Area, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1601557/12,North West B-i,Doe Zone-11,2025-26,1-Primary,2-Local Body,1 To 5,2-Girls,2-Urban,"North DMC Primary School (Girls) , C-Block, Wazirpur Industrial Area, Delhi",110052,https://kys.udiseplus.gov.in/#/schooldetail/1601557/12,2025-08-10T19:50:24.563119,2-Urban,1,5,1982,3-Local Body,2-MCD,NA,NA,114,0,114,N/A,4,0,4,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:24.293393,,,"MCD Primary School (Co-ed), E-Block, Ashok Vihar, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600825/12,North West B-i,Doe Zone-11,2025-26,1-Primary,2-Local Body,1 To 5,3-Co-educational,2-Urban,"North DMC Primary School (Co.ed) , E-Block Ashok Vihar, Delhi",110052,https://kys.udiseplus.gov.in/#/schooldetail/1600825/12,2025-08-10T19:50:32.757115,2-Urban,1,5,1972,3-Local Body,2-MCD,NA,NA,359,183,176,N/A,11,0,11,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:24.325944,,,"MCD Primary School (Co-ed), ED-Block, Pitampura, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1604872/12,North West B-i,Doe Zone-11,2025-26,1-Primary,2-Local Body,1 To 5,3-Co-educational,2-Urban,"North DMC Primary School (Co.ed) , ED Block Pitampura, Delhi",110034,https://kys.udiseplus.gov.in/#/schooldetail/1604872/12,2025-08-10T19:50:40.735490,2-Urban,1,5,1986,3-Local Body,2-MCD,NA,NA,88,43,45,N/A,5,0,5,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:24.358611,,,"MCD Primary School (Co-ed), EU-Block, Pitampura, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600760/12,North West B-i,Doe Zone-11,2025-26,1-Primary,2-Local Body,1 To 5,3-Co-educational,2-Urban,"North DMC Primary School (Co.ed) , EU Block Pitampura, Delhi",110085,https://kys.udiseplus.gov.in/#/schooldetail/1600760/12,2025-08-10T19:50:48.717252,2-Urban,1,5,1987,3-Local Body,2-MCD,NA,NA,360,189,171,N/A,12,0,12,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:24.391851,,,"MCD Primary School (Co-ed), LU-Block, Pitampura, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600759/12,North West B-i,Doe Zone-11,2025-26,1-Primary,2-Local Body,1 To 5,3-Co-educational,2-Urban,"North DMC Primary School (Co.ed) , LU Block Pitampura, Delhi",110034,https://kys.udiseplus.gov.in/#/schooldetail/1600759/12,2025-08-10T19:50:56.765440,2-Urban,1,5,1986,3-Local Body,2-MCD,NA,NA,157,93,64,N/A,5,0,5,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:24.426101,,,"MCD Primary School (Co-ed), Mangolpuri, A-Block, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1601583/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,3-Co-educational,2-Urban,"North DMC Primary School (Girls) , Mangolpuri A Block, Delhi",110083,https://kys.udiseplus.gov.in/#/schooldetail/1601583/12,2025-08-10T19:51:04.764210,2-Urban,1,5,1976,3-Local Body,2-MCD,NA,NA,466,211,255,N/A,14,6,8,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:24.458608,,,"MCD Primary School (Co-ed), Mangolpuri, E-Block, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605006/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,2-Girls,2-Urban,"North DMC Primary School (Girls) , Mangolpuri E Block, Delhi",110083,https://kys.udiseplus.gov.in/#/schooldetail/1605006/12,2025-08-10T19:51:12.641657,2-Urban,1,5,1978,3-Local Body,2-MCD,NA,NA,295,0,295,N/A,10,0,10,SUCCESS,11,2
TRUE,TRUE,DELHI,107,NORTH WEST B-I,1605,2025-08-10T12:51:24.497837,,,"MCD Primary School (Co-ed), Mangolpuri, J-Block, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1601590/12,North West B-i,Doe Zone-12,2025-26,1-Primary,2-Local Body,1 To 5,3-Co-educational,2-Urban,"North DMC Primary School (Co.ed) , Mangolpuri J Block, Delhi",110083,https://kys.udiseplus.gov.in/#/schooldetail/1601590/12,2025-08-10T19:51:20.516439,2-Urban,1,5,1976,3-Local Body,2-MCD,NA,NA,435,210,225,N/A,14,5,9,SUCCESS,11,2
