has_know_more_link,phase2_ready,state,state_id,district,district_id,extraction_date,udise_code,operational_status,school_name,know_more_link,edu_district,edu_block,academic_year,school_category,school_management,class_range,school_type,school_location,address,pin_code,source_url,extraction_timestamp,location,class_from,class_to,year_of_establishment,national_management,state_management,affiliation_board_sec,affiliation_board_hsec,total_students,total_boys,total_girls,enrollment_class_range,total_teachers,male_teachers,female_teachers,extraction_status,fields_extracted,critical_fields_extracted
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:15.903008,,,"2 Primary School (Boys), R.K. Rangwala, Karol Bagh, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603176/12,Central,Doe Zone-28,2025-26,,0-Not Available,- To -,N/A,9-NA,,,https://kys.udiseplus.gov.in/#/schooldetail/1603176/12,2025-08-10T12:59:03.390215,N/A,-,-,N/A,,N/A,N/A,N/A,0,0,0,N/A,0,0,0,SUCCESS,9,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:15.934350,,,"2 Primary School (Co-ed), Ajmal Khan Road, Karol Bagh New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603172/12,Central,Doe Zone-28,2025-26,,0-Not Available,- To -,N/A,9-NA,,,https://kys.udiseplus.gov.in/#/schooldetail/1603172/12,2025-08-10T12:59:11.946711,N/A,-,-,N/A,,N/A,N/A,N/A,0,0,0,N/A,0,0,0,SUCCESS,9,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:15.969321,,,"Akalibaba Phoolasingh Sr. Sec. School, Rajinder Nagar, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603027/12,Central,Doe Zone-28,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,6-Other State Govt. Managed,1 To 12,3-Co-educational,2-Urban,"Akalibaba Phoolasingh Sr. Sec. School,Rajinder Nagar, New Delhi",110060,https://kys.udiseplus.gov.in/#/schooldetail/1603027/12,2025-08-10T12:59:20.053188,2-Urban,1,12,1963,4-Other State Govt. Managed,6-Aided,1-CBSE,1-CBSE,212,177,35,N/A,19,6,13,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:16.007018,,,"Andhra Edn. Society Sr. Sec. School, 1 DDU Marg (Rouse Avenue) New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602162/12,Central,Doe Zone-27,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,6-Other State Govt. Managed,1 To 12,3-Co-educational,2-Urban,"Andhra Edn. Society Sr. Sec. School,1 DDU Marg (Rouse Avenue) New Delhi",110002,https://kys.udiseplus.gov.in/#/schooldetail/1602162/12,2025-08-10T12:59:27.810927,2-Urban,1,12,1948,4-Other State Govt. Managed,6-Aided,1-CBSE,1-CBSE,1699,945,754,N/A,44,12,32,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:16.057416,,,"Andhra Education Society Sr. Sec. School, Prasad Nagar, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603011/12,Central,Doe Zone-28,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,6-Other State Govt. Managed,1 To 12,3-Co-educational,2-Urban,"Andhra Education Society Sr. Sec. School,Prasad Nagar, New Delhi",110005,https://kys.udiseplus.gov.in/#/schooldetail/1603011/12,2025-08-10T12:59:35.651439,2-Urban,1,12,1957,4-Other State Govt. Managed,6-Aided,1-CBSE,1-CBSE,943,568,375,N/A,22,4,18,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:16.113812,,,"Anglo Arabic Model School, Ajmeri Gate,Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602157/12,Central,Doe Zone-27,2025-26,6-Pr. Up Pr. and Secondary Only,9-Private Unaided (Recognized),1 To 10,3-Co-educational,2-Urban,"Anglo Arabic Model School,Ajmeri Gate,Delhi",110006,https://kys.udiseplus.gov.in/#/schooldetail/1602157/12,2025-08-10T12:59:43.470598,2-Urban,1,10,1996,5-Private Unaided (Recognized),9-DoE_UnAided,1-CBSE,NA,753,632,121,N/A,29,7,22,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:16.186422,,,"Anglo Arabic Sr, Sec. School, Ajmeri Gate, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605156/12,Central,Doe Zone-27,2025-26,5-Up. Pr. Secondary and Higher Sec,6-Other State Govt. Managed,6 To 12,3-Co-educational,2-Urban,"Anglo Arabic Sr, Sec. School,Ajmeri Gate, Delhi",110006,https://kys.udiseplus.gov.in/#/schooldetail/1605156/12,2025-08-10T12:59:51.438105,2-Urban,6,12,1692,4-Other State Govt. Managed,6-Aided,1-CBSE,1-CBSE,1402,1295,107,N/A,41,33,8,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:16.253192,,,"Anglo Sanskrit Victoria Jubilee Primary School, 2656, Ballimaran, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600357/12,Central,Doe Zone-27,2025-26,1-Primary,7-Other State Govt. Managed,1 To 5,1-Boys,2-Urban,"A.S.V.J. Primary School,2656 Ballimaran, Delhi",110006,https://kys.udiseplus.gov.in/#/schooldetail/1600357/12,2025-08-10T12:59:59.278137,2-Urban,1,5,1869,4-Other State Govt. Managed,7-MCD_Aided,NA,NA,176,176,0,N/A,6,1,5,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:16.298302,,,"Anglo Sanskrit V. J. Sr. Sec. School, Darya Ganj, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602161/12,Central,Doe Zone-27,2025-26,5-Up. Pr. Secondary and Higher Sec,6-Other State Govt. Managed,6 To 12,1-Boys,2-Urban,"Anglo Sanskrit V. J. Sr. Sec. School,Darya Ganj, New Delhi",110002,https://kys.udiseplus.gov.in/#/schooldetail/1602161/12,2025-08-10T13:00:07.032221,2-Urban,6,12,1869,4-Other State Govt. Managed,6-Aided,1-CBSE,1-CBSE,751,751,0,N/A,25,16,9,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:16.346093,,,"Arya Girls Sr. Sec. School, Karol Bagh, Reghar Pura, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603012/12,Central,Doe Zone-28,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,6-Other State Govt. Managed,1 To 12,2-Girls,2-Urban,"Arya Girls Sr. Sec. School,Karol Bagh, Reghar Pura, New Delhi",110005,https://kys.udiseplus.gov.in/#/schooldetail/1603012/12,2025-08-10T13:00:14.844880,2-Urban,1,12,1929,4-Other State Govt. Managed,6-Aided,1-CBSE,1-CBSE,356,0,356,N/A,15,0,15,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:16.405326,,,"Arya Samaj Girls Sr. Sec. School, Chawri Bazar, Gali Raja Kedar Nath, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605157/12,Central,Doe Zone-27,2025-26,,0-Not Available,- To -,N/A,9-NA,,,https://kys.udiseplus.gov.in/#/schooldetail/1605157/12,2025-08-10T13:00:22.689865,N/A,-,-,N/A,,N/A,N/A,N/A,0,0,0,N/A,0,0,0,SUCCESS,9,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:16.443468,,,"Arya Vedic Pathshala , 8392, Arya Nagar, Paharganj, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1604184/12,Central,Doe Zone-28,2025-26,1-Primary,7-Other State Govt. Managed,1 To 5,2-Girls,2-Urban,"Arya Vedic Pathshala (Girls),8392, Arya Nagar, Paharganj New Delhi",110055,https://kys.udiseplus.gov.in/#/schooldetail/1604184/12,2025-08-10T13:00:30.680290,2-Urban,1,5,1964,4-Other State Govt. Managed,7-MCD_Aided,NA,NA,204,0,204,N/A,5,0,5,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:16.493050,,,"Arya Vedic Pathshala , 8392, Arya Nagar, Paharganj, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1604182/12,Central,Doe Zone-28,2025-26,1-Primary,7-Other State Govt. Managed,1 To 5,1-Boys,2-Urban,"Arya Vedic Pathshala (Boys),8392, Arya Nagar, Paharganj New Delhi",110055,https://kys.udiseplus.gov.in/#/schooldetail/1604182/12,2025-08-10T13:00:38.420395,2-Urban,1,5,1964,4-Other State Govt. Managed,7-MCD_Aided,NA,NA,187,187,0,N/A,5,0,5,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:16.532463,,,"Arya Vedic Pathshala , Multani Dhanda, Gali No.2, Pahar Ganj, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1604183/12,Central,Doe Zone-28,2025-26,1-Primary,7-Other State Govt. Managed,1 To 5,1-Boys,2-Urban,"Arya Vedic Pathshala (Boys), Multani Dhanda Gali No.2, Pahar Ganj, New Delhi-110055",110055,https://kys.udiseplus.gov.in/#/schooldetail/1604183/12,2025-08-10T13:00:46.347232,2-Urban,1,5,1959,4-Other State Govt. Managed,7-MCD_Aided,NA,NA,179,179,0,N/A,3,0,3,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:16.579499,,,"Arya Vedic Pathshala , Multani Dhanda, Gali No.2, Pahar Ganj, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1604185/12,Central,Doe Zone-28,2025-26,1-Primary,7-Other State Govt. Managed,1 To 5,2-Girls,2-Urban,"Arya Vedic Pathshala (Girls),Multani Dhanda Gali No.2, Pahar Ganj, New Delhi",110055,https://kys.udiseplus.gov.in/#/schooldetail/1604185/12,2025-08-10T13:00:54.162971,2-Urban,1,5,1959,4-Other State Govt. Managed,7-MCD_Aided,NA,NA,179,0,179,N/A,5,0,5,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:16.626910,,,"Arya Vedic Primary School, Arambagh Road, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605604/12,Central,Doe Zone-28,2025-26,1-Primary,10-Private Unaided (Recognized),1 To 5,3-Co-educational,2-Urban,"Arya Vedic Primary School,Arambagh Road, New Delhi",110055,https://kys.udiseplus.gov.in/#/schooldetail/1605604/12,2025-08-10T13:01:02.000165,2-Urban,1,5,1956,5-Private Unaided (Recognized),10-MCD_UnAided,NA,NA,175,131,44,N/A,6,0,6,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:16.663048,,,"Asian Public Schoo, D-26 Meer Dard Road New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600372/12,Central,Doe Zone-27,2025-26,1-Primary,10-Private Unaided (Recognized),1 To 5,3-Co-educational,2-Urban,"Asian Public Schoo,D-26 Meer Dard Road New Delhi",110002,https://kys.udiseplus.gov.in/#/schooldetail/1600372/12,2025-08-10T13:01:09.968755,2-Urban,1,5,2006,5-Private Unaided (Recognized),10-MCD_UnAided,NA,NA,109,71,38,N/A,7,0,7,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:16.707004,,,"Atma Ram Sanatan Dharm Sr. Sec. School, Kundewalan, Ajmeri Gate, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605155/12,Central,Doe Zone-27,2025-26,5-Up. Pr. Secondary and Higher Sec,6-Other State Govt. Managed,6 To 12,1-Boys,2-Urban,"Atma Ram Sanatan Dharm Sr. Sec. School,Kundewalan, Ajmeri Gate, Delhi",110006,https://kys.udiseplus.gov.in/#/schooldetail/1605155/12,2025-08-10T13:01:17.821102,2-Urban,6,12,1938,4-Other State Govt. Managed,6-Aided,1-CBSE,1-CBSE,390,390,0,N/A,14,7,7,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:16.741742,,,"Baba Sahib Ambedkar Sec. School, Ambedkar Bhavan Rani Jhansi Road Pahar Ganj New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603013/12,Central,Doe Zone-28,2025-26,7-Upper Pr. and Secondary,6-Other State Govt. Managed,6 To 10,1-Boys,2-Urban,"Baba Sahib Ambedkar Sec. School,Ambedkar Bhavan Rani Jhansi Road Pahar Ganj New Delhi",110055,https://kys.udiseplus.gov.in/#/schooldetail/1603013/12,2025-08-10T13:01:25.722673,2-Urban,6,10,1967,4-Other State Govt. Managed,6-Aided,1-CBSE,NA,110,110,0,N/A,6,4,2,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:16.779010,,,"Babu Ram Happy School, 1192, Kucha Pati Ram, Bazar Sita Ram, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600375/12,Central,Doe Zone-27,2025-26,1-Primary,10-Private Unaided (Recognized),1 To 5,3-Co-educational,2-Urban,"Babu Ram Happy School,1192, Kucha Pati Ram, Bazar Sita Ram, Delhi",110006,https://kys.udiseplus.gov.in/#/schooldetail/1600375/12,2025-08-10T13:01:33.561021,2-Urban,1,5,2010,5-Private Unaided (Recognized),10-MCD_UnAided,NA,NA,151,100,51,N/A,8,0,8,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:16.815695,,,"Balak Mata Centre (Matia Mahal), 26, Matia Mahal, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605699/12,Central,Doe Zone-27,2025-26,1-Primary,13-Private Unaided (Recognized),1 To 5,3-Co-educational,2-Urban,"Balak Mata Centre (Matia Mahal),26, Matia Mahal, Delhi",110006,https://kys.udiseplus.gov.in/#/schooldetail/1605699/12,2025-08-10T13:01:41.406822,2-Urban,1,5,1938,5-Private Unaided (Recognized),13-Jamia_Millia_Islamia,NA,NA,37,0,37,N/A,6,0,6,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:16.892311,,,"Bal Bharti Public School, Ganga Ram Hospital Marg New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605313/12,Central,Doe Zone-28,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,9-Private Unaided (Recognized),1 To 12,3-Co-educational,2-Urban,"Bal Bharti Public School,Ganga Ram Hospital Marg New Delhi",110060,https://kys.udiseplus.gov.in/#/schooldetail/1605313/12,2025-08-10T13:01:49.298159,2-Urban,1,12,1945,5-Private Unaided (Recognized),9-DoE_UnAided,1-CBSE,1-CBSE,3919,2238,1681,N/A,156,16,140,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:17.251062,,,"Baptist Primary School, Karol Bagh, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603206/12,Central,Doe Zone-28,2025-26,1-Primary,7-Other State Govt. Managed,1 To 5,3-Co-educational,2-Urban,"Baptist Primary School,Karol Bagh, New Delhi",110005,https://kys.udiseplus.gov.in/#/schooldetail/1603206/12,2025-08-10T13:01:57.070631,2-Urban,1,5,1952,4-Other State Govt. Managed,7-MCD_Aided,NA,NA,33,21,12,N/A,4,0,4,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:17.347186,,,"Bapu Adarsh Vidyalaya, New Rajinder Nagar, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603014/12,Central,Doe Zone-28,2025-26,7-Upper Pr. and Secondary,6-Other State Govt. Managed,6 To 10,1-Boys,2-Urban,"Bapu Adarsh Vidyalaya,New Rajinder Nagar, New Delhi",110060,https://kys.udiseplus.gov.in/#/schooldetail/1603014/12,2025-08-10T13:02:04.854048,2-Urban,6,10,1954,4-Other State Govt. Managed,6-Aided,1-CBSE,NA,5,5,0,N/A,6,2,4,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:17.441829,,,"Bhagirathi Devi Girdhari Lal Public School, 2717,Gali Arya Samaj Bazar Sita Ram Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1604811/12,Central,Doe Zone-27,2025-26,1-Primary,10-Private Unaided (Recognized),1 To 5,3-Co-educational,2-Urban,"Bhagirathi Devi Girdhari Lal Public School,2717,Gali Arya Samaj Bazar Sita Ram Delhi",110006,https://kys.udiseplus.gov.in/#/schooldetail/1604811/12,2025-08-10T13:02:12.762776,2-Urban,1,5,1986,5-Private Unaided (Recognized),10-MCD_UnAided,NA,NA,74,41,33,N/A,9,0,9,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:17.494917,,,"Bhagwati Devi Shishu Bharti School, 280, Phatak Karor, Kucha Pati Ram, Ajmeri Gate, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1604190/12,Central,Doe Zone-27,2025-26,1-Primary,10-Private Unaided (Recognized),1 To 5,3-Co-educational,2-Urban,"Bhagwati Devi Shishu Bharti School,280, Phatak Karor, Kucha Pati Ram, Ajmeri Gate, Delhi",110006,https://kys.udiseplus.gov.in/#/schooldetail/1604190/12,2025-08-10T13:02:20.945012,2-Urban,1,5,1973,5-Private Unaided (Recognized),10-MCD_UnAided,NA,NA,185,133,52,N/A,8,1,7,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:17.566762,,,"Bhai Joga Singh Public School, D-4 Faiz Road Karol Bagh New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603033/12,Central,Doe Zone-28,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,9-Private Unaided (Recognized),1 To 12,3-Co-educational,2-Urban,"Bhai Joga Singh Public School,D-4 Faiz Road Karol Bagh New Delhi",110005,https://kys.udiseplus.gov.in/#/schooldetail/1603033/12,2025-08-10T13:02:28.718946,2-Urban,1,12,1984,5-Private Unaided (Recognized),9-DoE_UnAided,1-CBSE,1-CBSE,772,570,202,N/A,42,4,38,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:17.643477,,,"B. R. Sanskrit Ved Vedang Maha Vidyalaya, Rajghat Power House, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602164/12,Central,Doe Zone-27,2025-26,,0-Not Available,- To -,N/A,9-NA,,,https://kys.udiseplus.gov.in/#/schooldetail/1602164/12,2025-08-10T13:02:36.737489,N/A,-,-,N/A,,N/A,N/A,N/A,0,0,0,N/A,0,0,0,SUCCESS,9,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:17.676302,,,"Chowgule Public School, D-4 Faiz Road Karol Bagh, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603040/12,Central,Doe Zone-28,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,9-Private Unaided (Recognized),1 To 12,3-Co-educational,2-Urban,"Chowgule Public School,D-4 Faiz Road Karol Bagh, New Delhi",110005,https://kys.udiseplus.gov.in/#/schooldetail/1603040/12,2025-08-10T13:02:44.597069,2-Urban,1,12,1956,5-Private Unaided (Recognized),9-DoE_UnAided,1-CBSE,1-CBSE,1076,815,261,N/A,42,13,29,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:17.709706,,,"C L Bhalla DAV Sr. Sec. School, Near Naaz Cinema, Jhanadewalan, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603015/12,Central,Doe Zone-28,2025-26,5-Up. Pr. Secondary and Higher Sec,6-Other State Govt. Managed,6 To 12,1-Boys,2-Urban,"C L Bhalla DAV Sr. Sec. School,Near Naaz Cinema, Jhanadewalan, New Delhi",110005,https://kys.udiseplus.gov.in/#/schooldetail/1603015/12,2025-08-10T13:02:52.413358,2-Urban,6,12,1948,4-Other State Govt. Managed,6-Aided,1-CBSE,1-CBSE,314,314,0,N/A,17,9,8,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:17.744766,,,"C.L.Bhalla Dayanand Model School,Plot No-7 Jhandewalan Karol Bagh, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603038/12,Central,Doe Zone-28,2025-26,,0-Not Available,- To -,N/A,2-Urban,"C.L.Bhalla Dayanand Model School,Plot No-7 Jhandewalan Karol Bagh, New Delhi",110005,https://kys.udiseplus.gov.in/#/schooldetail/1603038/12,2025-08-10T13:03:00.267880,N/A,-,-,N/A,,N/A,N/A,N/A,0,0,0,N/A,0,0,0,SUCCESS,9,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:17.782092,,,"Commercial Primary School, Charkhewalan, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600358/12,Central,Doe Zone-27,2025-26,1-Primary,7-Other State Govt. Managed,1 To 5,1-Boys,2-Urban,"Commercial Primary School,Charkhewalan, Delhi",110006,https://kys.udiseplus.gov.in/#/schooldetail/1600358/12,2025-08-10T13:03:08.070399,2-Urban,1,5,1920,4-Other State Govt. Managed,7-MCD_Aided,NA,NA,189,189,0,N/A,7,1,6,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:17.816337,,,"Commercial Sr. Sec. School, 24, Darya Ganj, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602165/12,Central,Doe Zone-27,2025-26,5-Up. Pr. Secondary and Higher Sec,6-Other State Govt. Managed,6 To 12,1-Boys,2-Urban,"Commercial Sr. Sec. School,24, Darya Ganj, New Delhi",110002,https://kys.udiseplus.gov.in/#/schooldetail/1602165/12,2025-08-10T13:03:15.871319,2-Urban,6,12,1920,4-Other State Govt. Managed,6-Aided,1-CBSE,1-CBSE,721,721,0,N/A,31,24,7,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:17.858088,,,"Crescent School, Zeenatul Masajid, Ansari Road Daryaganj New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602184/12,Central,Doe Zone-27,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,9-Private Unaided (Recognized),1 To 12,3-Co-educational,2-Urban,"Crescent School, Zeenatul Masajid, Daryaganj, New Delhi",110002,https://kys.udiseplus.gov.in/#/schooldetail/1602184/12,2025-08-10T13:03:23.700455,2-Urban,1,12,1977,5-Private Unaided (Recognized),9-DoE_UnAided,1-CBSE,1-CBSE,1670,1327,343,N/A,59,11,48,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:17.892644,,,"DAV Public School, Darya Ganj, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600365/12,Central,Doe Zone-27,2025-26,1-Primary,10-Private Unaided (Recognized),1 To 5,3-Co-educational,2-Urban,"DAV Public School,Darya Ganj, New Delhi",110002,https://kys.udiseplus.gov.in/#/schooldetail/1600365/12,2025-08-10T13:03:31.566655,2-Urban,1,5,2000,5-Private Unaided (Recognized),10-MCD_UnAided,NA,NA,248,224,24,N/A,11,0,11,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:17.927439,,,"DAV Sr. Sec. School, Chitra Gupta Road, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605311/12,Central,Doe Zone-28,2025-26,5-Up. Pr. Secondary and Higher Sec,6-Other State Govt. Managed,6 To 12,1-Boys,2-Urban,"DAV Sr. Sec. School,Chitra Gupta Road, New Delhi",110055,https://kys.udiseplus.gov.in/#/schooldetail/1605311/12,2025-08-10T13:03:39.412774,2-Urban,6,12,1933,4-Other State Govt. Managed,6-Aided,1-CBSE,1-CBSE,569,569,0,N/A,23,13,10,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:17.962145,,,"D.I. Khan Boys Sr. Sec. School, R-Block, New Rajinder Nagar, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603016/12,Central,Doe Zone-28,2025-26,5-Up. Pr. Secondary and Higher Sec,6-Other State Govt. Managed,6 To 12,1-Boys,2-Urban,"D.I. Khan Boys Sr. Sec. School,R-Block, New Rajinder Nagar, New Delhi",110060,https://kys.udiseplus.gov.in/#/schooldetail/1603016/12,2025-08-10T13:03:47.315643,2-Urban,6,12,1956,4-Other State Govt. Managed,6-Aided,1-CBSE,1-CBSE,180,180,0,N/A,14,9,5,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.037461,,,"Dr. B. R. Ambedkar School Of Specialized Excellence, Plot No.1, Link Road, Karol Bagh New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605777/12,Central,Doe Zone-28,2025-26,10-Secondary with Higher Secondary,1-Department of Education,9 To 12,3-Co-educational,2-Urban,"Plot No.1, Link Road, Karol Bagh New Delhi",110005,https://kys.udiseplus.gov.in/#/schooldetail/1605777/12,2025-08-10T13:03:55.266446,2-Urban,9,12,2021,1-Department of Education,1-Government,2-State Board,2-State Board,183,130,53,N/A,2,0,2,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.084937,,,"DTEA Sr. Sec. School, Pusa Road, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1600057/12,Central,Doe Zone-28,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,6-Other State Govt. Managed,1 To 12,3-Co-educational,2-Urban,"DTEA Sr. Sec. School,Pusa Road, New Delhi",110005,https://kys.udiseplus.gov.in/#/schooldetail/1600057/12,2025-08-10T13:04:03.173906,2-Urban,1,12,1953,4-Other State Govt. Managed,6-Aided,1-CBSE,1-CBSE,1015,699,316,N/A,37,7,30,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.123262,,,"Faith Academy Second Shift, John L. Dorsey Road, Prasad Nagar New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605319/12,Central,Doe Zone-28,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,9-Private Unaided (Recognized),1 To 12,3-Co-educational,2-Urban,"Faith Academy Second Shift,John L. Dorsey Road, Prasad Nagar New Delhi",110005,https://kys.udiseplus.gov.in/#/schooldetail/1605319/12,2025-08-10T13:04:11.060944,2-Urban,1,12,2014,5-Private Unaided (Recognized),9-DoE_UnAided,1-CBSE,1-CBSE,942,587,355,N/A,49,5,44,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.158258,,,"Faith Academy Senior Secondary School, John L. Dorsey Road, Prasad Nagar New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605317/12,Central,Doe Zone-28,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,9-Private Unaided (Recognized),1 To 12,3-Co-educational,2-Urban,"Faith Academy Senior Secondary School,John L. Dorsey Road, Prasad Nagar New Delhi",110005,https://kys.udiseplus.gov.in/#/schooldetail/1605317/12,2025-08-10T13:04:19.011453,2-Urban,1,12,1964,5-Private Unaided (Recognized),9-DoE_UnAided,1-CBSE,1-CBSE,1934,1172,762,N/A,90,12,78,SUCCESS,11,2
