True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.223762,N/A,N/A,ALONGBAR J B,https://kys.udiseplus.gov.in/#/schooldetail/3494884/11,Alipurduar,Alipurduar-i,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,munshi para,736204,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.254879,N/A,N/A,ALONGBAR MSK,https://kys.udiseplus.gov.in/#/schooldetail/3470848/11,Alipurduar,Alipurduar-i,2024-25,4-Upper Primary only,12-SSKs & MSks,5 To 8,3-Co-educational,1-Rural,MUNSHIPARA SALKUMARHAT,736204,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.285864,N/A,N/A,ALPINE ENG. MID SCHOOL (PVT),https://kys.udiseplus.gov.in/#/schooldetail/3446749/11,Alipurduar,Kalchini,2024-25,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,1-Rural,"HASIMARA,BHARNOBBARI",735215,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.316035,N/A,N/A,AMARPALLY SSK,https://kys.udiseplus.gov.in/#/schooldetail/3495034/11,Alipurduar,Falakata Municipality,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,2-Urban,AMAR PALLY (MILL ROAD),735211,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.351483,N/A,N/A,AMARPUR AMBADHURA SSK,https://kys.udiseplus.gov.in/#/schooldetail/3446824/11,Alipurduar,Kumargram,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"AMARPUR AMBADHURA SSK, ALIPURDUAR",736203,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.382578,N/A,N/A,AMARPUR B.F.P.,https://kys.udiseplus.gov.in/#/schooldetail/3446827/11,Alipurduar,Kumargram,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"AMARPUR, KUMARGRAM, ALIPURDUAR",736203,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.413078,N/A,N/A,AMARPUR NEW PRY,https://kys.udiseplus.gov.in/#/schooldetail/3446826/11,Alipurduar,Kumargram,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"AMARPUR, KUMARGRAM, ALIPURDUAR",736203,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.445091,N/A,N/A,AMARTYA SEN SSK,https://kys.udiseplus.gov.in/#/schooldetail/3446577/11,Alipurduar,Alipurduar-ii,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,KAYAKHATA,736208,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.476349,N/A,N/A,AMBARI MSK,https://kys.udiseplus.gov.in/#/schooldetail/3422658/11,Alipurduar,Madarihat,2024-25,4-Upper Primary only,12-SSKs & MSks,5 To 8,3-Co-educational,1-Rural,DAKSHIN RANGALIBAZNA,735213,N/A
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.507274,N/A,N/A,AMBEDKAR ACADEMY (PVT),https://kys.udiseplus.gov.in/#/schooldetail/3446764/11,Alipurduar,Kalchini,2024-25,2-Primary with Upper Primary,5-Private Unaided(Recognized),1 To 8,3-Co-educational,1-Rural,CHUAPARA T G,735217,N/A
