has_know_more_link,phase2_ready,state,state_id,district,district_id,extraction_date,udise_code,operational_status,school_name,know_more_link,edu_district,edu_block,academic_year,school_category,school_management,class_range,school_type,school_location,address,pin_code,last_modified
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:14.715672,N/A,N/A,BALGONA F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3472180/11,Purba Bardhaman,Bhatar,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,BALGONA,713520,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:14.747849,N/A,N/A,BALGONA HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3423689/11,Purba Bardhaman,Burdwan-ii,2024-25,7-Upper Pr. and Secondary,15-Govt. Sponsered,5 To 10,3-Co-educational,1-Rural,"BALGONA , PURBA BARDHAMAN",713407,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:14.780381,N/A,N/A,BALGONA J.P. SSK,https://kys.udiseplus.gov.in/#/schooldetail/3423570/11,Purba Bardhaman,Bhatar,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,BALGONA CHATI,713520,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:14.811809,N/A,N/A,BALGONA RAIL STATION F.P.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3423557/11,Purba Bardhaman,Bhatar,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,BALGONA,713125,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:14.843670,N/A,N/A,BALGONA SARADAMONI BALIKA VIDYLAYA,https://kys.udiseplus.gov.in/#/schooldetail/3472181/11,Purba Bardhaman,Bhatar,2024-25,5-Up. Pr. Secondary and Higher Sec,15-Govt. Sponsered,5 To 12,2-Girls,1-Rural,BALGONA TD,713520,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:14.875997,N/A,N/A,BALGONA SISHU MANGALAM  VIDYALAYA,https://kys.udiseplus.gov.in/#/schooldetail/3423562/11,Purba Bardhaman,Bhatar,2024-25,1-Primary,8-Un-Recognised,1 To 4,3-Co-educational,1-Rural,BALGONA,713125,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:14.916638,N/A,N/A,BALIA F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3496850/11,Purba Bardhaman,Memari-ii,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"KALIBELE, MEMARI, PURBA BARDHAMAN",713146,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:14.949210,N/A,N/A,BALIA F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3472543/11,Purba Bardhaman,Kalna-ii,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"BALIA, KALNA, PURBA BARDHAMAN",713122,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:14.982043,N/A,N/A,BALIARA MSK,https://kys.udiseplus.gov.in/#/schooldetail/3423656/11,Purba Bardhaman,Burdwan-ii,2024-25,4-Upper Primary only,12-SSKs & MSks,5 To 8,3-Co-educational,1-Rural,baliara,713104,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.013824,N/A,N/A,BALIARPUR  F.P.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3497162/11,Purba Bardhaman,Raina-i,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,BALIARPUR GOLGRAM RAINA PURBA BARDHAMAN,713424,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.050770,N/A,N/A,BALIDANGA COLLONEY SSK,https://kys.udiseplus.gov.in/#/schooldetail/3448647/11,Purba Bardhaman,Mongalkote,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,BALIDANGA COLLONEY PURBA BARDHAMAN,713128,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.081933,N/A,N/A,BALIDANGA F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3448645/11,Purba Bardhaman,Mongalkote,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,BALIDANGA PURBA BARDHAMAN,713131,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.113800,N/A,N/A,BALIDANGA G.S. F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3473223/11,Purba Bardhaman,Burdwan Municipality,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,2-Urban,SANTIPARA BALIDANGA,713103,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.145362,N/A,N/A,BALIJURI F.P.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3496966/11,Purba Bardhaman,Monteswar,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BALIJURI, SINGHALI, MONTESWAR, PURBA BARDHAMAN, 713145",713145,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.177540,N/A,N/A,BALINDAR JR BASIC SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3496533/11,Purba Bardhaman,Kalna-ii,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"BALINDAR, PURBA BARDHAMAN",712134,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.209613,N/A,N/A,BALINDAR MSK,https://kys.udiseplus.gov.in/#/schooldetail/3496534/11,Purba Bardhaman,Kalna-ii,2024-25,4-Upper Primary only,12-SSKs & MSks,5 To 8,3-Co-educational,1-Rural,"BALINDAR, PURBA BARDHAMAN",713146,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.241658,N/A,N/A,BALINDAR SSK,https://kys.udiseplus.gov.in/#/schooldetail/3496535/11,Purba Bardhaman,Kalna-ii,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"BALINDAR, purba bardhaman",713409,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.280267,N/A,N/A,BALISA F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3423646/11,Purba Bardhaman,Burdwan-i,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,BALISA KAMARKITA PURBA BARDHAMAN PIN CODE 713426,713426,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.312499,N/A,N/A,BALISA PANCHAPALLI HIGH MADRASSA SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3423647/11,Purba Bardhaman,Burdwan-i,2024-25,7-Upper Pr. and Secondary,1-Department of Education,5 To 10,3-Co-educational,1-Rural,"P.O. KAMARKITA, DIST. PURBA BARDHAMAN,STATE WEST BENGAL,",713426,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.344805,N/A,N/A,BALITARA F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3496292/11,Purba Bardhaman,Burdwan-i,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"TUBGRAM(BALITARA), KALIGRAM, PURBA BARDHAMAN",713102,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.377739,N/A,N/A,BALLA  F.P.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3473118/11,Purba Bardhaman,Raina-i,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,BALLA GOLGRAM RAINA PURBA BARDHAMAN,713424,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.409781,N/A,N/A,BALNA F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3472387/11,Purba Bardhaman,Galsi-ii,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,BALNA,713406,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.446019,N/A,N/A,BALSHIDANGA F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3496177/11,Purba Bardhaman,Bhatar,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,BALSIDANGA,713125,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.478147,N/A,N/A,BALUTIA F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3472685/11,Purba Bardhaman,Ketugram-ii,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"BALUTIA, BANWARIBAD RAJ, PURBA BARDHAMAN",713123,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.511308,N/A,N/A,BALUTIA SSK,https://kys.udiseplus.gov.in/#/schooldetail/3496665/11,Purba Bardhaman,Ketugram-ii,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"BALUTIA, BANWARIBAD RAJ, PURBA BARDHAMAN",713123,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.543314,N/A,N/A,BAMCHANDAIPUR GIRLS JR. HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3472291/11,Purba Bardhaman,Burdwan-ii,2024-25,4-Upper Primary only,1-Department of Education,5 To 8,2-Girls,1-Rural,BAMCHANDAIPUR,713104,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.578101,N/A,N/A,BAMCHANDAIPUR JR. BASIC SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3472290/11,Purba Bardhaman,Burdwan-ii,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,BAM,713104,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.611220,N/A,N/A,BAMSHORE BOYS F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3423578/11,Purba Bardhaman,Bhatar,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,BAMSHORE,713520,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.652098,N/A,N/A,BAMSHORE GIRLS F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3447851/11,Purba Bardhaman,Bhatar,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,BAMSHORE,713520,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.685199,N/A,N/A,BAMSHORE HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3423579/11,Purba Bardhaman,Bhatar,2024-25,5-Up. Pr. Secondary and Higher Sec,15-Govt. Sponsered,5 To 12,3-Co-educational,1-Rural,"BAMSHORE, PURBA BARDDHAMAN",713125,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.717423,N/A,N/A,BAMSHORE SSK,https://kys.udiseplus.gov.in/#/schooldetail/3496188/11,Purba Bardhaman,Bhatar,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,BAMSHORE,713520,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.748893,N/A,N/A,BAMUNARA F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3496910/11,Purba Bardhaman,Mongalkote,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,BAMUNARA,713131,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.780422,N/A,N/A,BAMUNARA F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3447857/11,Purba Bardhaman,Bhatar,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"Vill Bamunara, Po Sahebganj Ps Bhatar , Dist Purba Bardhaman,Pin 713121",713121,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.812459,N/A,N/A,BAMUNARA F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3472354/11,Purba Bardhaman,Galsi-i,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"VILL.BAMUNARA,PO.RAMGOPALPUR,713403",713403,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.843277,N/A,N/A,BAMUNARA L.C.D.P. INSTITUTION (H.S.),https://kys.udiseplus.gov.in/#/schooldetail/3472205/11,Purba Bardhaman,Bhatar,2024-25,5-Up. Pr. Secondary and Higher Sec,15-Govt. Sponsered,5 To 12,3-Co-educational,1-Rural,"VILL PANOWA, PO CHANDIPUR KANPUR,PS BHATAR,DIST PURBA BARDHAMAN,PIN 713125",713125,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.875730,N/A,N/A,BAMUNARY F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3496761/11,Purba Bardhaman,Khandoghosh,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"Bamunary,Chandipur Berugram,Khandaghosh",713142,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.906762,N/A,N/A,BAMUN BANDHA F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3496289/11,Purba Bardhaman,Burdwan-i,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,BAMUNBANDHA PURBA BARDHAMAN,713102,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.939856,N/A,N/A,BAMUNDI F.P.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3424043/11,Purba Bardhaman,Ketugram-i,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"VILL AND PO BAMUNDI, PS KETUGRAM, DIST PURBA BARDHAMAN, PIN 713129",713129,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:15.972611,N/A,N/A,BAMUNDI MJH SSK,https://kys.udiseplus.gov.in/#/schooldetail/3472655/11,Purba Bardhaman,Ketugram-i,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"VILL AND PO BAMUNDI, PS KETUGRAM, DIST PURBA BARDHAMAN, PIN 713129",713129,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:16.016633,N/A,N/A,BAMUNDI MSK,https://kys.udiseplus.gov.in/#/schooldetail/3424078/11,Purba Bardhaman,Ketugram-i,2024-25,4-Upper Primary only,12-SSKs & MSks,5 To 8,3-Co-educational,1-Rural,"VILL AND PO BAMUNDI, PS KETUGRAM, DIST PURBA BARDHAMAN, PIN 713129",713129,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:16.050100,N/A,N/A,BAMUNGRAM F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3448786/11,Purba Bardhaman,Purbasthali-i,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BAMUNGRAM,NADANGHAT,PURBA BARDHAMAN",713515,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:16.085171,N/A,N/A,BAMUNGRAM F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3472896/11,Purba Bardhaman,Mongalkote,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,VILL BAMUNGRAM PO JABAGRAM DIST PURBA BARDHAMAN,713143,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:16.120113,N/A,N/A,BAMUNIA CHILD SUCCESS ACADEMY,https://kys.udiseplus.gov.in/#/schooldetail/3497029/11,Purba Bardhaman,Monteswar,2024-25,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,1-Rural,"BAMUNIA,KHANDRA PARULIA,MONTESWAR,PURBA BARDHAMAN,713422",713422,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:17.044977,N/A,N/A,BAMUNIA DASPARA SSK,https://kys.udiseplus.gov.in/#/schooldetail/3497024/11,Purba Bardhaman,Monteswar,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,BAMUNIA.KHANDRAPARLUA.MONTESWAR.PURBA BARDHAMAN,713422,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:21.304623,N/A,N/A,BAMUNIA F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3448588/11,Purba Bardhaman,Memari-ii,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BAMUNIA, MONDALGRAM, PURBA BARDHOMAN",713426,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:21.336369,N/A,N/A,BAMUNIA F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3497023/11,Purba Bardhaman,Monteswar,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"VILLAGE BAMUNIA, POST KHANDRA PARULIA, DIST PURBA BARDHAMAN, PIN 713422,",713422,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:21.367871,N/A,N/A,BAMUNIA F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3447867/11,Purba Bardhaman,Bhatar,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,BAMUNIA NARAYANPUR PURBA BARDHAMAN,713127,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:21.398740,N/A,N/A,BAMUNIA F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3497153/11,Purba Bardhaman,Raina-i,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"bamunia, hijalna, purba bardhaman",713103,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:21.429346,N/A,N/A,BAMUNIA HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3497154/11,Purba Bardhaman,Raina-i,2024-25,5-Up. Pr. Secondary and Higher Sec,15-Govt. Sponsered,5 To 12,3-Co-educational,1-Rural,"BAMUNIA, HIJALNA, PURBA BARDHAMAN",713103,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:21.462765,N/A,N/A,BAMUNIA JR HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3496240/11,Purba Bardhaman,Bhatar,2024-25,4-Upper Primary only,1-Department of Education,5 To 8,3-Co-educational,1-Rural,NARAYANPUR PURBA BARDHAMAN,713127,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:21.493481,N/A,N/A,BAMUNPARA ANCHALIK HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3496980/11,Purba Bardhaman,Monteswar,2024-25,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,5 To 12,3-Co-educational,1-Rural,"Vill,Bamunpara .P.O,P.K Bamunpara,P.S Monteswar ,Dist Purba Bardhaman",713145,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:21.525491,N/A,N/A,BAMUNPARA DASPARA SSK,https://kys.udiseplus.gov.in/#/schooldetail/3424371/11,Purba Bardhaman,Monteswar,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"BAMUNPARA, P.K. BAMUNPARA, MONTESWAR,PURBA BARDHAMAN, 713145",713145,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:21.557425,N/A,N/A,BAMUNPARA F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3424370/11,Purba Bardhaman,Monteswar,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"VILL BAMUNPARA, PO PK BAMUNPARA, PS MONTESWAR, DIST PURBA BARDHAMAN",713145,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:21.587897,N/A,N/A,BAMUNPUKUR F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3424114/11,Purba Bardhaman,Khandoghosh,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,BAMUNPUKUR.UCHALAN.PURBABARDHAMAN,713427,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:21.625794,N/A,N/A,BAMUNPUKUR SSK,https://kys.udiseplus.gov.in/#/schooldetail/3472711/11,Purba Bardhaman,Khandoghosh,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,BAMUNPUKUR UCHALAN PURBA BARDHAMAN,713427,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:21.656581,N/A,N/A,BAMUN-SIRAJPUR F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3496305/11,Purba Bardhaman,Burdwan-i,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,BAMUNSIRAJPUR PURBA BARDHAMAN,713426,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:21.688486,N/A,N/A,BANAGRAM F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3447981/11,Purba Bardhaman,Galsi-i,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,BANAGARM RONDIA PURBA BARDHAMAN,713420,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:21.718173,N/A,N/A,BANAGRAM F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3496223/11,Purba Bardhaman,Bhatar,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,RAIRAMCHANDRAPUR PURBA BARDHAMAN,713128,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:21.748501,N/A,N/A,BANAGRAM F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3447960/11,Purba Bardhaman,Burdwan-ii,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,BANAGRAM,713407,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:21.780300,N/A,N/A,BANAGRAM F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3472582/11,Purba Bardhaman,Katwa-i,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BANAGRAM,KARAJGRAM,PURBA BARDHAMAN",713150,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:21.812046,N/A,N/A,BANAGRAM RAIPUR F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3424490/11,Purba Bardhaman,Raina-i,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,BANAGRAM HIJALNA PURBA BARDHAMAN,713101,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:21.843803,N/A,N/A,BANAMALIPUR MATILAL F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3448465/11,Purba Bardhaman,Khandoghosh,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,BANAMALIPUR KHANDAGHOSH PURBA BURDWAN,713142,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:21.876387,N/A,N/A,BANDAR F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3496661/11,Purba Bardhaman,Ketugram-ii,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BANDAR, BANWARIBAD RAJ, PURBA BARDHAMAN",713123,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:21.907089,N/A,N/A,BANDEBAJ MAJHERPARA SSK,https://kys.udiseplus.gov.in/#/schooldetail/3448211/11,Purba Bardhaman,Kalna-ii,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"BANDEBAJ, PURBA BARDHAMAN",NA,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:21.937761,N/A,N/A,BANDGACHA F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3473100/11,Purba Bardhaman,Raina-i,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"bandgacha,bolepur,burdwan",713103,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:21.976722,N/A,N/A,BANDGACHA JR HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3473103/11,Purba Bardhaman,Raina-i,2024-25,4-Upper Primary only,1-Department of Education,5 To 8,3-Co-educational,1-Rural,BANDGACHA RAINA PURBA BARDHAMAN,713103,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:22.007300,N/A,N/A,BANDHAMURA MODHYA GRAM SOVA F.,https://kys.udiseplus.gov.in/#/schooldetail/3423980/11,Purba Bardhaman,Katwa-i,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,VILL PO BANDHMURA,713150,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:22.038394,N/A,N/A,BANDHMURA F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3423981/11,Purba Bardhaman,Katwa-i,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,VILL PO BANDHMURA,713150,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:22.068810,N/A,N/A,BANDHMURA MATHPARA SSK,https://kys.udiseplus.gov.in/#/schooldetail/3423982/11,Purba Bardhaman,Katwa-i,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,BANDHMURA,713150,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:22.105162,N/A,N/A,BANDHUPUR F.P. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3424364/11,Purba Bardhaman,Monteswar,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"Bandhupur, Sutra",713513,N/A
True,True,WEST BENGAL,119,PURBA BARDHAMAN,2908,2025-08-19T15:05:22.137369,N/A,N/A,BANDHUPUR MSK,https://kys.udiseplus.gov.in/#/schooldetail/3496975/11,Purba Bardhaman,Monteswar,2024-25,4-Upper Primary only,12-SSKs & MSks,5 To 8,3-Co-educational,1-Rural,"BANDHUPUR, SUTRA, MONTESWAR,PURBA BARDHAMAN,713513",713513,N/A
