has_know_more_link,phase2_ready,state,state_id,district,district_id,extraction_date,udise_code,operational_status,school_name,know_more_link,edu_district,edu_block,academic_year,school_category,school_management,class_range,school_type,school_location,address,pin_code,last_modified
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:57.491336,N/A,N/A,ITABERIA KHALSIDE PRY. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3443878/11,Purba Medinipur,Bhagwanpur -Ii,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,VILL. ITABERIA P.O. ITABERIA,721456,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:57.525774,N/A,N/A,ITABERIA SPL PRY. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3420002/11,Purba Medinipur,Patashpur -Ii,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,ITABERIA UTTAR,721440,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:57.561770,N/A,N/A,ITABERIA S.T.P  PRY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3419735/11,Purba Medinipur,Bhagwanpur -Ii,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,VILL. ITABERIA P.O. ITABERIA,721456,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:57.600310,N/A,N/A,ITACHANA PRY,https://kys.udiseplus.gov.in/#/schooldetail/3468472/11,Purba Medinipur,Patashpur -Ii,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,itachana,721439,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:57.637142,N/A,N/A,ITAMOGRA NEW PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3419106/11,Purba Medinipur,Mahisadal,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"itramogra uttarpara,",721628,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:57.671435,N/A,N/A,JABDA PRY. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3492468/11,Purba Medinipur,Patashpur -Ii,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,JABDA,721456,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:57.705163,N/A,N/A,JABDA VIDYASAGAR VIDYAPITH,https://kys.udiseplus.gov.in/#/schooldetail/3492469/11,Purba Medinipur,Patashpur -Ii,2024-25,5-Up. Pr. Secondary and Higher Sec,15-Govt. Sponsered,5 To 12,3-Co-educational,1-Rural,"JABDA,PATASHPUR II,PURBA MEDINIPUR.",721456,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:57.740414,N/A,N/A,JACK AND JILL,https://kys.udiseplus.gov.in/#/schooldetail/3492604/11,Purba Medinipur,Egra Municipality,2024-25,1-Primary,5-Private Unaided(Recognized),1 To 5,3-Co-educational,2-Urban,Kasba Egra word 1,721423,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:57.772650,N/A,N/A,JADAVCHAK PRY. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3444275/11,Purba Medinipur,Haldia Municipality,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,2-Urban,Haldia,721657,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:57.805991,N/A,N/A,JADUBARICHAK BD.PRY.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3419303/11,Purba Medinipur,Nandigram -I,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,Jadubarichak,721631,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:57.838166,N/A,N/A,JADUBARI CHAK DAKSHIN SSK,https://kys.udiseplus.gov.in/#/schooldetail/3419314/11,Purba Medinipur,Nandigram -I,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,KALICHARANPUR,721631,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:57.869685,N/A,N/A,JADUBARI F C MSK,https://kys.udiseplus.gov.in/#/schooldetail/3419313/11,Purba Medinipur,Nandigram -I,2024-25,4-Upper Primary only,12-SSKs & MSks,5 To 8,3-Co-educational,1-Rural,JADUBARICHA,721631,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:57.904138,N/A,N/A,JADUPUR GHANTESWAR BOARD PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3467099/11,Purba Medinipur,Panskura -Ii,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"Jadupur, Khanyadihi, Kolaghat, Purba Medinipur, 721641",721641,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:57.935411,N/A,N/A,JADUPUR KHATUA BALIKA VIDYALAY,https://kys.udiseplus.gov.in/#/schooldetail/3444068/11,Purba Medinipur,Bhagwanpur -I,2024-25,7-Upper Pr. and Secondary,1-Department of Education,5 To 10,2-Girls,1-Rural,"VILL JADUPUR,P.O ILASHPUR,P.S BHAGWANPUR",721601,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:57.968850,N/A,N/A,JADUPUR SPL.PRY. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3468289/11,Purba Medinipur,Bhagwanpur -I,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,BHAGWANPUR,721601,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.000023,N/A,N/A,JADUPUR SRIHARI PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3418621/11,Purba Medinipur,Panskura -Ii,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"Jadupur, Khanyadihi, Kolaghat, Purba Medinipur, 721641",721641,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.030710,N/A,N/A,JAFARCHAK SSK,https://kys.udiseplus.gov.in/#/schooldetail/3443538/11,Purba Medinipur,Khejuri -Ii,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"VILL JAFARCHAK, P.O. JANKA, P.S. KHEJURI, PURBA MED.",721431,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.065616,N/A,N/A,JAFULLY SPL. PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3442858/11,Purba Medinipur,Panskura -Ii,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"Jafuly, Jafuly Bibickak, Kolaghat, Purba Medinipur, 721137",721137,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.096756,N/A,N/A,JAFULY BOARD PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3491118/11,Purba Medinipur,Panskura -Ii,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"Jafuly, Jafuly Bibickak, Kolaghat, Purba Medinipur, 721137",721137,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.129908,N/A,N/A,JAFULY DESHPRAN HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3491119/11,Purba Medinipur,Panskura -Ii,2024-25,5-Up. Pr. Secondary and Higher Sec,15-Govt. Sponsered,5 To 12,3-Co-educational,1-Rural,"Jafuly, Jafuly Bibickak, Kolaghat, Purba Medinipur, 721137",721137,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.163591,N/A,N/A,JAFULY MADANIA MOKTAB MADHYAMIK SHIKSHA KENDRA,https://kys.udiseplus.gov.in/#/schooldetail/3467143/11,Purba Medinipur,Panskura -Ii,2024-25,4-Upper Primary only,13-Madrasah Siksha Kendra,5 To 8,3-Co-educational,1-Rural,"Jafuly, Jafuly Bibickak, Kolaghat, Purba Medinipur, 721437",721137,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.194720,N/A,N/A,JAGADISH PASCHIM BARH S.S.K,https://kys.udiseplus.gov.in/#/schooldetail/3444382/11,Purba Medinipur,Ramnagar -Ii,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,jagadish paschimbar,721453,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.228901,N/A,N/A,JAGADISH PASCHIM BARH VIDYASAGAR VIDYAPITH M.S.K,https://kys.udiseplus.gov.in/#/schooldetail/3444381/11,Purba Medinipur,Ramnagar -Ii,2024-25,4-Upper Primary only,12-SSKs & MSks,5 To 8,3-Co-educational,1-Rural,JAGADISH PACHIMBAR,721453,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.260072,N/A,N/A,JAGADISHPUR PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3468127/11,Purba Medinipur,Ramnagar -I,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,jagadishpur,721428,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.292239,N/A,N/A,JAGADISHPUR PRY. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3444333/11,Purba Medinipur,Ramnagar -Ii,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,jagadishpur,721453,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.323975,N/A,N/A,JAGADISHPUR RAMKRISHNA S.S.K,https://kys.udiseplus.gov.in/#/schooldetail/3444144/11,Purba Medinipur,Egra -I,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,Jagadishpur,721447,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.355280,N/A,N/A,JAGADISHPUR  S.S.K,https://kys.udiseplus.gov.in/#/schooldetail/3442908/11,Purba Medinipur,Panskura -I,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,VILL JAGADISHPUR PO BIJOYRAMCHAK PS PANSKURA DIST PURBA MEDINIPUR,721152,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.388203,N/A,N/A,JAGAMOHANPUR JR. HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3492260/11,Purba Medinipur,Bhagwanpur -I,2024-25,4-Upper Primary only,1-Department of Education,5 To 8,3-Co-educational,1-Rural,JAGAMOHANPUR.PURBA MEDINIPUR,721659,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.420047,N/A,N/A,JAGAMOHANPUR (SPL) PRY.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3492258/11,Purba Medinipur,Bhagwanpur -I,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"JAGAMOHANPUR, KAKRA",721659,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.452886,N/A,N/A,JAGANNATH CHAK PRY.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3491784/11,Purba Medinipur,Contai -I,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,JAGANNATHCHAK,721401,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.483564,N/A,N/A,JAGANNATHCHAK PRY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3491728/11,Purba Medinipur,Khejuri -Ii,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"JAGANNATHCHAK,HALUDBARI,KHEJURI,PURBA MEDPUR",721431,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.515118,N/A,N/A,JAGANNATHCHAK PRY. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3491876/11,Purba Medinipur,Contai -Ii,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,JAGANNATHCHAK,721427,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.548933,N/A,N/A,JAGANNATH CHAK SPL. PRY. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3468518/11,Purba Medinipur,Haldia Municipality,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,2-Urban,Haldia,721635,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.580946,N/A,N/A,JAGANNATH CHAK  S.S.K,https://kys.udiseplus.gov.in/#/schooldetail/3442914/11,Purba Medinipur,Panskura -I,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,VILL JAGANNATHCHAK PO AMDAN PS PANSKURA DIST PURBA MEDINIPUR,721131,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.615252,N/A,N/A,JAGANNATH KARBAR C.S. PRY.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3468211/11,Purba Medinipur,Egra -Ii,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"VILL JAGANNATHKARBAR, P.O. PIRIJKHANBAR, P.S. EGRA",721422,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.648179,N/A,N/A,JAGANNATHKARBAR NARENDRA NURSERY VIDYALAYA,https://kys.udiseplus.gov.in/#/schooldetail/3443942/11,Purba Medinipur,Egra -Ii,2024-25,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,1-Rural,"VILL. JAGANNATHKARBAR, P.O. PIRIJKHANBAR",721422,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.684660,N/A,N/A,JAGANNATH KAR BAR PASCHIM S.S.K,https://kys.udiseplus.gov.in/#/schooldetail/3492213/11,Purba Medinipur,Egra -Ii,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"VILL. JAGANNATHKARBAR, P.O. PIRIJKHANBAR",721422,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.722890,N/A,N/A,JAGANNATHKHALI SSK,https://kys.udiseplus.gov.in/#/schooldetail/3443154/11,Purba Medinipur,Nandakumar,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,tagannath khali,721633,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.755441,N/A,N/A,JAGANNATHPUR JR. HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3491782/11,Purba Medinipur,Contai -I,2024-25,4-Upper Primary only,1-Department of Education,5 To 8,3-Co-educational,1-Rural,JAGANNATHPUR,721433,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.791534,N/A,N/A,JAGANNATHPUR P.PRY. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3468564/11,Purba Medinipur,Egra Municipality,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,2-Urban,EGRA,721429,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.824587,N/A,N/A,JAGANNATHPUR PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3467100/11,Purba Medinipur,Panskura -Ii,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"Jagannathpur , Arisanda, Kolaghat, Purba Medinipur, 721139",721139,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.857314,N/A,N/A,JAGANNATHPUR PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3491490/11,Purba Medinipur,Mahisadal,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"PO MAHISHADAL, PS MAHISHADAL, DIST PURBA MEDINIPUR, PIN 721628",721628,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.892314,N/A,N/A,JAGANNATHPUR PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3418716/11,Purba Medinipur,Panskura -I,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,VILL JAGANNATHPUR PO BAKULDA PS PANSKURA DIST PURBA MEDINIPUR PIN 721139,721139,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.925679,N/A,N/A,JAGANNATHPUR PRY,https://kys.udiseplus.gov.in/#/schooldetail/3468350/11,Purba Medinipur,Egra -I,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,jagannathpur,721446,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:26:58.957355,N/A,N/A,JAGANNATHPUR PRY,https://kys.udiseplus.gov.in/#/schooldetail/3491781/11,Purba Medinipur,Contai -I,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"JAGANNATHPUR, HAIPUR",721433,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:00.222697,N/A,N/A,JAGANNATHPUR PRY,https://kys.udiseplus.gov.in/#/schooldetail/3419416/11,Purba Medinipur,Contai -I,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,SABAJPUT,721401,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:05.031065,N/A,N/A,JAGARAN NIMNA BUNIADI VIDYALAYA,https://kys.udiseplus.gov.in/#/schooldetail/3444354/11,Purba Medinipur,Ramnagar -Ii,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,MAITANA,721433,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:05.063540,N/A,N/A,JAGATJYOTI PATHSHALA,https://kys.udiseplus.gov.in/#/schooldetail/3498088/11,Purba Medinipur,Nandakumar,2024-25,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,1-Rural,NA,NA,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:05.094065,N/A,N/A,JAGATPUR BOARD PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3491499/11,Purba Medinipur,Mahisadal,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,JAGATPUR,721603,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:05.124754,N/A,N/A,JAGATPUR MAKTAB PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3443253/11,Purba Medinipur,Mahisadal,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,JAGATPUR,721603,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:05.159434,N/A,N/A,JAGATPUR PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3418712/11,Purba Medinipur,Panskura -I,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,VILL JAGATPUR PO PATANDA PS PANSKURA DIST PURBA MEDINIPUR PIN 721139,721139,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:05.190410,N/A,N/A,JAGATPUR SASHIBHUSAN SIKSHA NIKETAN (H.S.),https://kys.udiseplus.gov.in/#/schooldetail/3491500/11,Purba Medinipur,Mahisadal,2024-25,5-Up. Pr. Secondary and Higher Sec,15-Govt. Sponsered,5 To 12,3-Co-educational,1-Rural,"P.O JAGATPUR, P.S MAHISHADAL, DIST. PURBA MEDINIPUR, PIN. 721603",721603,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:05.221986,N/A,N/A,JAGATPUR  S.S.K,https://kys.udiseplus.gov.in/#/schooldetail/3442921/11,Purba Medinipur,Panskura -I,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,VILL KRISHNAGANJ PO PATANDA PS PANSKURA DIST PURBA MEDINIPUR PIN 721139,721139,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:05.253098,N/A,N/A,JAGATPUR S.S.K,https://kys.udiseplus.gov.in/#/schooldetail/3419149/11,Purba Medinipur,Mahisadal,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,JAGATPUR,721603,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:05.283994,N/A,N/A,JAGNNATHPUR HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3467937/11,Purba Medinipur,Contai -Ii,2024-25,7-Upper Pr. and Secondary,15-Govt. Sponsered,5 To 10,3-Co-educational,1-Rural,Jhawa.Purbamedinipur.,721450,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:05.319290,N/A,N/A,JAGOMOHANCHAK P TRAILAKYA NATH SSK,https://kys.udiseplus.gov.in/#/schooldetail/3419748/11,Purba Medinipur,Bhagwanpur -Ii,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,VILL. JAGAMOHANCHAK P.O. BASULI BAZAR,721425,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:05.350078,N/A,N/A,JAGTI BOARD PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3419997/11,Purba Medinipur,Patashpur -Ii,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"JAGTI, PRATAPDIGHI, PURBA MEDINIPUR",721440,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:05.381745,N/A,N/A,JAGTI DEULBARH HARIJAN PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3419996/11,Purba Medinipur,Patashpur -Ii,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"JAGTI, PRATAPDIGHI",721440,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:05.414309,N/A,N/A,JAGUDASBAR GANGANARAYAN PRY.,https://kys.udiseplus.gov.in/#/schooldetail/3419523/11,Purba Medinipur,Contai -Iii,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"VILL JAGUDASBAR, PO PS MARISHDA, PURBA MEDINIPUR",721449,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:05.445909,N/A,N/A,JAGUDASBAR GURIAPARA VIDYASAGAR SSK,https://kys.udiseplus.gov.in/#/schooldetail/3468021/11,Purba Medinipur,Contai -Iii,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,JAGUDASBAR,721449,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:05.480267,N/A,N/A,JAGUDASBAR JR. HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3419524/11,Purba Medinipur,Contai -Iii,2024-25,4-Upper Primary only,1-Department of Education,5 To 8,3-Co-educational,1-Rural,"Jagudasbard,Marisda",721449,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:05.512124,N/A,N/A,JAGUDASBAR MAKTAB PRY.,https://kys.udiseplus.gov.in/#/schooldetail/3419522/11,Purba Medinipur,Contai -Iii,2024-25,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"VILL JAGUDASBAR, PO PS MARISHDA, PURBA MEDINIPUR",721449,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:05.542848,N/A,N/A,JAGULIA PRY,https://kys.udiseplus.gov.in/#/schooldetail/3444112/11,Purba Medinipur,Egra -I,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"JAGULIA, KHURUTIA",721448,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:14.111372,N/A,N/A,JAHANABAD GANGADHAR SSK,https://kys.udiseplus.gov.in/#/schooldetail/3443795/11,Purba Medinipur,Khejuri -I,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"JAHANABAD, KALAGACHIA, PURBA MEDINIPUR",721432,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:14.148721,N/A,N/A,JAHANABAD NETAJI GNYANDIP K.G. VIDYAMANDIR,https://kys.udiseplus.gov.in/#/schooldetail/3498107/11,Purba Medinipur,Khejuri -I,2024-25,1-Primary,5-Private Unaided(Recognized),1 To 5,3-Co-educational,1-Rural,"JAHANABAD, KHEJURI, PURBA MEDINIPUR, 721432",721432,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:14.180054,N/A,N/A,JAHANABAD NO.-2 PRY.. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3443778/11,Purba Medinipur,Khejuri -I,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"JAHANABAD, KHEJURI, PURBA MEDINIPUR",721432,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:14.223009,N/A,N/A,JAHANABAD NO.-3 PRY. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3468062/11,Purba Medinipur,Khejuri -I,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"JAHANABAD, KHEJURI, PURBA MEDINIPUR",721432,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:14.258476,N/A,N/A,JAHANABAD NO.- I. PRY. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3468055/11,Purba Medinipur,Khejuri -I,2024-25,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"JAHANABAD, KHEJURI, PURBA MEDINIPUR",721432,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:14.296345,N/A,N/A,JAHANABAD PARAMESWAR SSK,https://kys.udiseplus.gov.in/#/schooldetail/3443790/11,Purba Medinipur,Khejuri -I,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"JAHANABAD, KAMARDA, PURBA MEDINIPUR",721432,N/A
True,True,WEST BENGAL,119,PURBA MEDINIPUR,2907,2025-08-19T15:27:14.332624,N/A,N/A,JAHANABAD SARASWATI SSK,https://kys.udiseplus.gov.in/#/schooldetail/3443793/11,Purba Medinipur,Khejuri -I,2024-25,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"JAHANABAD, KALAGACHIA, PURBA MEDINIPUR",721432,N/A
