has_know_more_link,phase2_ready,state,state_id,district,district_id,extraction_date,udise_code,operational_status,school_name,know_more_link,edu_district,edu_block,academic_year,school_category,school_management,class_range,school_type,school_location,address,pin_code,email,detail_school_name,extraction_timestamp,location,class_from,class_to,year_of_establishment,national_management,state_management,affiliation_board_sec,affiliation_board_hsec,total_students,total_boys,total_girls,enrollment_class_range,total_teachers,male_teachers,female_teachers,extraction_status,fields_extracted,critical_fields_extracted
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:41.245252,,,BEROBAID P.S,https://kys.udiseplus.gov.in/#/schooldetail/3486081/11,Bankura,Sarenga [Raipur-ii],N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BEROBAID,SARENGA,BANKURA",722150,,School_ID_3486081,2025-08-27T01:43:29.269027,1-Rural,1,4,1955,1-Department of Education,1-Department of Education,NA,NA,20,9,11,N/A,2,1,1,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:41.276610,,,BESORA JR.HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3461253/11,Bankura,Chhatna,N/A,4-Upper Primary only,1-Department of Education,5 To 8,3-Co-educational,1-Rural,"besora,chhatna,bankura",722137,,School_ID_3461253,2025-08-27T01:43:40.919994,1-Rural,5,8,2010,1-Department of Education,1-Department of Education,NA,NA,79,47,32,N/A,4,3,1,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:41.312576,,,BESORA P.S,https://kys.udiseplus.gov.in/#/schooldetail/3461255/11,Bankura,Chhatna,N/A,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,BESORA JHANTIPAHARI BANKURA,722137,,School_ID_3461255,2025-08-27T01:43:52.350160,1-Rural,1,5,1901,1-Department of Education,1-Department of Education,NA,NA,43,23,20,N/A,4,2,2,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:41.344138,,,BETALON COLONY JR . HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3412969/11,Bankura,Indas,N/A,4-Upper Primary only,1-Department of Education,5 To 8,3-Co-educational,1-Rural,"BETALON, INDAS , BANKURA",722205,,School_ID_3412969,2025-08-27T01:44:03.985139,1-Rural,5,8,2011,1-Department of Education,1-Department of Education,NA,NA,31,17,14,N/A,3,3,0,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:41.375478,,,BETALON COLONY P.S,https://kys.udiseplus.gov.in/#/schooldetail/3461393/11,Bankura,Indas,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BETALON,MANGALPUR,INDAS,BANKURA",722205,,School_ID_3461393,2025-08-27T01:44:15.583126,1-Rural,1,4,1985,1-Department of Education,1-Department of Education,NA,NA,30,16,14,N/A,2,2,0,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:41.408398,,,BETALON P.S,https://kys.udiseplus.gov.in/#/schooldetail/3485444/11,Bankura,Indas,N/A,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"BETALON,MANGALPUR,INDAS,BANKURA",722205,,School_ID_3485444,2025-08-27T01:44:27.239404,1-Rural,1,5,1894,1-Department of Education,1-Department of Education,NA,NA,95,39,56,N/A,5,5,0,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:41.439552,,,BETHUALA GVT.S.A.T.GIRL H.,https://kys.udiseplus.gov.in/#/schooldetail/3437305/11,Bankura,Ranibandh,N/A,7-Upper Pr. and Secondary,1-Department of Education,5 To 10,2-Girls,1-Rural,RUDRA,722135,,School_ID_3437305,2025-08-27T01:44:39.382236,1-Rural,5,10,1975,1-Department of Education,1-Department of Education,2-State Board,NA,256,0,256,N/A,10,0,10,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:41.475611,,,BETHUALA J.H.S,https://kys.udiseplus.gov.in/#/schooldetail/3437304/11,Bankura,Ranibandh,N/A,4-Upper Primary only,1-Department of Education,5 To 8,3-Co-educational,1-Rural,"BETHUALA,RANIBANDH,BANKURA",722135,,School_ID_3437304,2025-08-27T01:44:51.289837,1-Rural,5,8,2000,1-Department of Education,1-Department of Education,NA,NA,40,19,21,N/A,4,4,0,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:41.507104,,,BETHUALA P.S,https://kys.udiseplus.gov.in/#/schooldetail/3437303/11,Bankura,Ranibandh,N/A,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"BETHULA,BANKURA",722135,,School_ID_3437303,2025-08-27T01:45:03.317763,1-Rural,1,5,1946,1-Department of Education,1-Department of Education,NA,NA,141,76,65,N/A,5,5,0,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:41.537926,,,BETJHARIA P.S,https://kys.udiseplus.gov.in/#/schooldetail/3486237/11,Bankura,Simlapal,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BETJHARIA,PARSOLA",722160,,School_ID_3486237,2025-08-27T01:45:14.799325,1-Rural,1,4,1954,1-Department of Education,1-Department of Education,NA,NA,25,12,13,N/A,2,2,0,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:41.569680,,,BETRI P.S,https://kys.udiseplus.gov.in/#/schooldetail/3413078/11,Bankura,Joypur,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BETRI, BAITAL, BANKURA",722138,,School_ID_3413078,2025-08-27T01:45:26.300430,1-Rural,1,4,1955,1-Department of Education,1-Department of Education,NA,NA,41,21,20,N/A,3,3,0,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:41.603367,,,BETUR DAKSHIN PARA SSK,https://kys.udiseplus.gov.in/#/schooldetail/3461845/11,Bankura,Patrasayer,N/A,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,PATRASATYER,722206,,School_ID_3461845,2025-08-27T01:45:38.205376,1-Rural,1,4,2009,6-Other State Govt. Managed,12-SSKs & MSks,NA,NA,31,22,9,N/A,2,0,2,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:41.639566,,,BETUR P.S,https://kys.udiseplus.gov.in/#/schooldetail/3437261/11,Bankura,Patrasayer,N/A,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"betur,patrasayer,bankura",722206,,School_ID_3437261,2025-08-27T01:45:49.043473,1-Rural,1,5,1948,1-Department of Education,1-Department of Education,NA,NA,151,72,79,N/A,6,4,2,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:41.671942,,,BHABANIPUR J.H.S,https://kys.udiseplus.gov.in/#/schooldetail/3461158/11,Bankura,Barjora,N/A,4-Upper Primary only,1-Department of Education,5 To 8,3-Co-educational,1-Rural,"MANOHAR,BARJORA.BANKURA",722142,,School_ID_3461158,2025-08-27T01:46:00.428273,1-Rural,5,8,2009,1-Department of Education,1-Department of Education,NA,NA,113,48,65,N/A,3,2,1,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:41.716843,,,BHABANIPUR P.S,https://kys.udiseplus.gov.in/#/schooldetail/3412722/11,Bankura,Barjora,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BHABANIPUR, MANOHAR, BANKURA",722142,,School_ID_3412722,2025-08-27T01:46:12.066030,1-Rural,1,4,1982,1-Department of Education,1-Department of Education,NA,NA,29,15,14,N/A,2,2,0,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:41.758839,,,BHABANIPUR P.S,https://kys.udiseplus.gov.in/#/schooldetail/3436954/11,Bankura,Joypur,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BHABANIPUR, JOYPUR",722122,,School_ID_3436954,2025-08-27T01:46:24.532754,1-Rural,1,4,1955,1-Department of Education,1-Department of Education,NA,NA,26,15,11,N/A,3,2,1,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:41.790616,,,BHABANIPUR SSK,https://kys.udiseplus.gov.in/#/schooldetail/3485887/11,Bankura,Patrasayer,N/A,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"BHABANIPUR, BAMIRA, PATRASAYER, BANKURA",722206,,School_ID_3485887,2025-08-27T01:46:36.450543,1-Rural,1,4,2003,6-Other State Govt. Managed,12-SSKs & MSks,NA,NA,14,6,8,N/A,1,0,1,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:41.824703,,,BHABAPUR P.S,https://kys.udiseplus.gov.in/#/schooldetail/3412961/11,Bankura,Indas,N/A,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"BHABAPUR,RAJKHAMAR,BANKURA",722205,,School_ID_3412961,2025-08-27T01:46:47.962921,1-Rural,1,5,1955,1-Department of Education,1-Department of Education,NA,NA,66,35,31,N/A,2,2,0,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:41.859623,,,BHADASPUR P.S,https://kys.udiseplus.gov.in/#/schooldetail/3486182/11,Bankura,Saltora,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"TILURI, SALTORA, BANKURA",722153,,School_ID_3486182,2025-08-27T01:47:00.746748,1-Rural,1,4,1961,1-Department of Education,1-Department of Education,NA,NA,36,17,19,N/A,2,2,0,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:41.891680,,,BHADKURA P.S,https://kys.udiseplus.gov.in/#/schooldetail/3462002/11,Bankura,Sarenga [Raipur-ii],N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"GOPALDANGA,BARA GADRA,BANKURA",722150,,School_ID_3462002,2025-08-27T01:47:12.681773,1-Rural,1,4,1980,1-Department of Education,1-Department of Education,NA,NA,38,20,18,N/A,1,1,0,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:50.473185,,,BHADLI SSK,https://kys.udiseplus.gov.in/#/schooldetail/3413460/11,Bankura,Raipur-i,N/A,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"BHADLI, SONAGARA, BANKURA",722140,,School_ID_3413460,2025-08-27T01:47:24.151517,1-Rural,1,4,1999,6-Other State Govt. Managed,12-SSKs & MSks,NA,NA,11,6,5,N/A,2,0,2,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:50.505130,,,BHADUL CHATTERJEEPARA P.S,https://kys.udiseplus.gov.in/#/schooldetail/3461114/11,Bankura,Bankura-ii,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BHADUL CHATTERJEEPARA, BANKURA",722155,,School_ID_3461114,2025-08-27T01:47:35.970220,1-Rural,1,4,1976,1-Department of Education,1-Department of Education,NA,NA,29,12,17,N/A,2,1,1,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:50.537493,,,BHADUL P.S,https://kys.udiseplus.gov.in/#/schooldetail/3461116/11,Bankura,Bankura-ii,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BHADUL,BANKURA",722155,,School_ID_3461116,2025-08-27T01:47:47.804316,1-Rural,1,4,1946,1-Department of Education,1-Department of Education,NA,NA,58,29,29,N/A,4,2,2,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:50.755394,,,BHAGABANBATI P.S,https://kys.udiseplus.gov.in/#/schooldetail/3485428/11,Bankura,Indas,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BHAGABANBATI,INDAS,BANKURA,722206",722206,,School_ID_3485428,2025-08-27T01:47:59.313056,1-Rural,1,4,1946,1-Department of Education,1-Department of Education,NA,NA,38,24,14,N/A,2,2,0,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:50.879480,,,BHAGABANBATI SSK,https://kys.udiseplus.gov.in/#/schooldetail/3437167/11,Bankura,Onda,N/A,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,bhagabanbati,722144,,School_ID_3437167,2025-08-27T01:48:10.805271,1-Rural,1,4,2000,6-Other State Govt. Managed,12-SSKs & MSks,NA,NA,11,7,4,N/A,1,0,1,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:50.914928,,,BHAGABANDH P.S,https://kys.udiseplus.gov.in/#/schooldetail/3413788/11,Bankura,Bishnupur,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BHABABANDH, PANCHAL, BISHNUPUR, BANKURA",722157,,School_ID_3413788,2025-08-27T01:48:22.873219,1-Rural,1,4,1999,1-Department of Education,1-Department of Education,NA,NA,45,18,27,N/A,3,2,1,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:50.946831,,,BHAGABANDH P.S,https://kys.udiseplus.gov.in/#/schooldetail/3486258/11,Bankura,Taldangra,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,BHAGABANDH PRIMARY SCHOOL,722152,,School_ID_3486258,2025-08-27T01:48:34.548873,1-Rural,1,4,1954,1-Department of Education,1-Department of Education,NA,NA,28,16,12,N/A,2,2,0,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:50.978960,,,BHAGABANDH P.S,https://kys.udiseplus.gov.in/#/schooldetail/3437388/11,Bankura,Raipur-i,N/A,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"BALIDUMDUMI, SHYAMSUNDARPUR, BANKURA",722134,,School_ID_3437388,2025-08-27T01:48:46.315583,1-Rural,1,5,1980,1-Department of Education,1-Department of Education,NA,NA,115,64,51,N/A,4,4,0,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:51.012801,,,BHAGABANDH UPARSOLE PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3485171/11,Bankura,Bankura-i,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BHAGABANDH, BANKURA, 722146",722146,,School_ID_3485171,2025-08-27T01:48:57.814705,1-Rural,1,4,1955,1-Department of Education,1-Department of Education,NA,NA,66,42,24,N/A,4,2,2,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:51.043867,,,BHAGABANPUR HIGH SCHOOL (H.S),https://kys.udiseplus.gov.in/#/schooldetail/3461303/11,Bankura,Chhatna,N/A,5-Up. Pr. Secondary and Higher Sec,15-Govt. Sponsered,5 To 12,3-Co-educational,1-Rural,"BHAGABANPUR,NISCHINTAPUR,CHHATNA,BANKURA",722136,,School_ID_3461303,2025-08-27T01:49:09.061391,1-Rural,5,12,1965,1-Department of Education,15-Govt. Sponsered,2-State Board,2-State Board,1427,735,692,N/A,26,18,8,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:51.076001,,,BHAGABANPUR JB SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3462060/11,Bankura,Sonamukhi,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"Bhagabanpur, Sonamukhi, Bankura",722207,,School_ID_3462060,2025-08-27T01:49:20.464292,1-Rural,1,4,1940,1-Department of Education,1-Department of Education,NA,NA,83,48,35,N/A,2,1,1,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:51.108356,,,BHAGABANPUR P.S,https://kys.udiseplus.gov.in/#/schooldetail/3437251/11,Bankura,Patrasayer,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BHAGABANPUR, SALNA, BANKURA",722206,,School_ID_3437251,2025-08-27T01:49:32.068432,1-Rural,1,4,1954,1-Department of Education,1-Department of Education,NA,NA,47,26,21,N/A,3,2,1,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:51.139479,,,BHAGABATIPUR P.S,https://kys.udiseplus.gov.in/#/schooldetail/3436778/11,Bankura,Indas,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BHAGABATIPUR,INDAS,BANKURA",722206,,School_ID_3436778,2025-08-27T01:49:43.297369,1-Rural,1,4,1956,1-Department of Education,1-Department of Education,NA,NA,80,36,44,N/A,4,3,1,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:51.174213,,,BHAGALDIGHI P.S,https://kys.udiseplus.gov.in/#/schooldetail/3436933/11,Bankura,Joypur,N/A,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"BHAGALDIGHI, JOYPUR",722154,,School_ID_3436933,2025-08-27T01:49:54.900041,1-Rural,1,5,1862,1-Department of Education,1-Department of Education,NA,NA,89,45,44,N/A,4,2,2,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:51.205025,,,BHAGALPUR BOARD P.S,https://kys.udiseplus.gov.in/#/schooldetail/3413150/11,Bankura,Kotulpur,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BHAGALPUR, BANKURA",722141,,School_ID_3413150,2025-08-27T01:50:06.509044,1-Rural,1,4,1948,1-Department of Education,1-Department of Education,NA,NA,79,35,44,N/A,4,4,0,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:51.236295,,,BHAGALPUR  R.K.  H.S,https://kys.udiseplus.gov.in/#/schooldetail/3413151/11,Bankura,Kotulpur,N/A,5-Up. Pr. Secondary and Higher Sec,15-Govt. Sponsered,5 To 12,3-Co-educational,1-Rural,"Vill BHAGALPUR, P.O. BHAGALPUR, BLOCK KOTULPUR, P.S. KOTULPUR, DIST BANKURA, PIN 722141, W.B.",722141,,School_ID_3413151,2025-08-27T01:50:17.645300,1-Rural,5,12,1969,1-Department of Education,15-Govt. Sponsered,2-State Board,2-State Board,541,278,263,N/A,14,12,2,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:51.269260,,,BHAGARARA P.S,https://kys.udiseplus.gov.in/#/schooldetail/3462252/11,Bankura,Bishnupur,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BHAGARARA, BHARA, BISHNUPUR, BANKURA",722157,,School_ID_3462252,2025-08-27T01:50:29.720466,1-Rural,1,4,1980,1-Department of Education,1-Department of Education,NA,NA,20,9,11,N/A,2,2,0,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:51.301974,,,BHAGINI NIBEDITA SISHU TIRTHA,https://kys.udiseplus.gov.in/#/schooldetail/3436607/11,Bankura,Barjora,N/A,1-Primary,8-Un-Recognised,1 To 4,3-Co-educational,1-Rural,"GOPALPUR,PAKHANNA,BARJORA,BANKURA",722208,,School_ID_3436607,2025-08-27T01:50:41.311315,1-Rural,1,4,1993,8-Unrecognized,8-Un-Recognised,NA,NA,42,27,15,N/A,11,4,7,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:51.336948,,,BHAGLUI P.S,https://kys.udiseplus.gov.in/#/schooldetail/3486147/11,Bankura,Sonamukhi,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BHAGLUI,RANPUR,SONAMUKHI",722207,,School_ID_3486147,2025-08-27T01:50:53.166535,1-Rural,1,4,1955,1-Department of Education,1-Department of Education,NA,NA,45,20,25,N/A,2,2,0,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:51.370398,,,BHAGRA DAMODAR  H.S,https://kys.udiseplus.gov.in/#/schooldetail/3437097/11,Bankura,Hirbandh [Khatra-ii],N/A,7-Upper Pr. and Secondary,15-Govt. Sponsered,5 To 10,3-Co-educational,1-Rural,BHAGRA DIGHI BANKURA 722121 WEST BENGAL,722121,,School_ID_3437097,2025-08-27T01:51:05.147989,1-Rural,5,10,1966,1-Department of Education,15-Govt. Sponsered,2-State Board,NA,467,251,216,N/A,17,13,4,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:51.404334,,,BHAGRA P.S,https://kys.udiseplus.gov.in/#/schooldetail/3413445/11,Bankura,Raipur-i,N/A,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"BHAGRA, HALUDKANALI,BANKURA",722140,,School_ID_3413445,2025-08-27T01:51:17.096846,1-Rural,1,5,1946,1-Department of Education,1-Department of Education,NA,NA,141,70,71,N/A,6,4,2,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:51.436738,,,BHAGRA P.S,https://kys.udiseplus.gov.in/#/schooldetail/3485728/11,Bankura,Hirbandh [Khatra-ii],N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BHAGRA, DIGHI, HIRBANDH, BANKURA",722121,,School_ID_3485728,2025-08-27T01:51:28.916679,1-Rural,1,4,1954,1-Department of Education,1-Department of Education,NA,NA,75,37,38,N/A,3,3,0,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:51.468929,,,BHAGRA VIDYASAGAR MSK,https://kys.udiseplus.gov.in/#/schooldetail/3413448/11,Bankura,Raipur-i,N/A,4-Upper Primary only,12-SSKs & MSks,5 To 8,3-Co-educational,1-Rural,"BHAGRA, HALUDKANALI,BANKURA",722140,,School_ID_3413448,2025-08-27T01:51:40.756305,1-Rural,5,8,2008,6-Other State Govt. Managed,12-SSKs & MSks,NA,NA,56,24,32,N/A,1,1,0,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:51.504453,,,BHAIRABDANGA SSK,https://kys.udiseplus.gov.in/#/schooldetail/3412766/11,Bankura,Barjora,N/A,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"BHAIRABDANGA,BRINDABANPUR,BELIATORE,BANKURA",722203,,School_ID_3412766,2025-08-27T01:51:53.324218,1-Rural,1,4,2000,6-Other State Govt. Managed,12-SSKs & MSks,NA,NA,12,6,6,N/A,1,0,1,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:51.818104,,,BHAIRABPUR JR. H.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3436599/11,Bankura,Barjora,N/A,4-Upper Primary only,1-Department of Education,5 To 8,3-Co-educational,1-Rural,Bhairabpur,722202,,School_ID_3436599,2025-08-27T01:52:06.572590,1-Rural,5,8,2008,1-Department of Education,1-Department of Education,NA,NA,122,65,57,N/A,3,3,0,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:51.856246,,,BHAIRABPUR PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3412733/11,Bankura,Barjora,N/A,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"VILL. BHAIRABPUR, P.O. BARJORA, DIST BANKURA",722202,,School_ID_3412733,2025-08-27T01:52:18.220753,1-Rural,1,5,1954,1-Department of Education,1-Department of Education,NA,NA,80,40,40,N/A,4,4,0,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:51.888832,,,BHAIRABPUR P.S,https://kys.udiseplus.gov.in/#/schooldetail/3485270/11,Bankura,Barjora,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"VILL. BHAIRABPUR, P.O. JAGANNATHPUR, DIST. BANKURA",722203,,School_ID_3485270,2025-08-27T01:52:29.633319,1-Rural,1,4,1954,1-Department of Education,1-Department of Education,NA,NA,14,8,6,N/A,2,1,1,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:51.923301,,,BHAIRABPUR P.S,https://kys.udiseplus.gov.in/#/schooldetail/3485861/11,Bankura,Patrasayer,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"BHAIRABPUR, BANKISOLE, BANKURA",722206,,School_ID_3485861,2025-08-27T01:52:41.233619,1-Rural,1,4,1955,1-Department of Education,1-Department of Education,NA,NA,56,31,25,N/A,2,1,1,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:51.955464,,,BHAIROBPUR P.S,https://kys.udiseplus.gov.in/#/schooldetail/3485370/11,Bankura,Gangajal Ghati,N/A,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"bhairabpur, amarkanan, bankura",722133,,School_ID_3485370,2025-08-27T01:52:53.261139,1-Rural,1,5,1985,1-Department of Education,1-Department of Education,NA,NA,51,27,24,N/A,3,2,1,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:51.992604,,,BHAJAHARI KUMARDOBA P.S,https://kys.udiseplus.gov.in/#/schooldetail/3462173/11,Bankura,Simlapal,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"NEMAIPUR,BANKURA",722151,,School_ID_3462173,2025-08-27T01:53:04.941437,1-Rural,1,4,1971,1-Department of Education,1-Department of Education,NA,NA,42,22,20,N/A,3,2,1,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:52.028530,,,BHAKTABANDH HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3412920/11,Bankura,Gangajal Ghati,N/A,7-Upper Pr. and Secondary,1-Department of Education,5 To 10,3-Co-educational,1-Rural,"BHAKTABANDH,KESIARA,BANKURA",722133,,School_ID_3412920,2025-08-27T01:53:16.639059,1-Rural,5,10,2009,1-Department of Education,1-Department of Education,2-State Board,NA,185,91,94,N/A,7,7,0,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:52.062115,,,BHAKTABANDH JR.B.SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3412918/11,Bankura,Gangajal Ghati,N/A,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"BHAKTABANDH,KESIARA,BANKURA",722133,,School_ID_3412918,2025-08-27T01:53:27.970294,1-Rural,1,5,1946,1-Department of Education,1-Department of Education,NA,NA,87,42,45,N/A,3,3,0,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:52.096484,,,BHAKUDA VIVEKANANDA  H.S,https://kys.udiseplus.gov.in/#/schooldetail/3485483/11,Bankura,Indas,N/A,7-Upper Pr. and Secondary,15-Govt. Sponsered,5 To 10,3-Co-educational,1-Rural,"VILL DAMODARPUR, PO G.BAMNIA,PS INDUS, DIST BANKURA",722201,,School_ID_3485483,2025-08-27T01:53:41.327174,1-Rural,5,10,1971,1-Department of Education,15-Govt. Sponsered,2-State Board,NA,239,124,115,N/A,13,10,3,SUCCESS,9,2
True,True,WEST BENGAL,119,BANKURA,2904,2025-08-19T12:01:52.137575,,,BHALAIDIHA JR.H.S,https://kys.udiseplus.gov.in/#/schooldetail/3412814/11,Bankura,Chhatna,N/A,4-Upper Primary only,1-Department of Education,5 To 8,3-Co-educational,1-Rural,Bhalaidiha,722139,,School_ID_3412814,2025-08-27T01:53:52.792802,1-Rural,5,8,2009,1-Department of Education,1-Department of Education,NA,NA,122,71,51,N/A,4,3,1,SUCCESS,9,2
