has_know_more_link,phase2_ready,state,state_id,district,district_id,extraction_date,udise_code,operational_status,school_name,know_more_link,edu_district,edu_block,academic_year,school_category,school_management,class_range,school_type,school_location,address,pin_code,email,detail_school_name,extraction_timestamp,location,class_from,class_to,year_of_establishment,national_management,state_management,affiliation_board_sec,affiliation_board_hsec,total_students,total_boys,total_girls,enrollment_class_range,total_teachers,male_teachers,female_teachers,extraction_status,fields_extracted,critical_fields_extracted
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:44.508078,,,ABACUS INTERNATIONAL SCHOOL FOR CHILD DEVELOPMENT,https://kys.udiseplus.gov.in/#/schooldetail/3495037/11,Alipurduar,Falakata Municipality,N/A,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,2-Urban,SUBHASH PALLY,735211,,School_ID_3495037,2025-08-26T15:56:06.028470,1-Rural,1,4,2011,5-Private Unaided (Recognized),5-Private Unaided,NA,NA,87,40,47,N/A,6,1,5,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:44.574142,,,ABDUL AZIZ JR HIGH MADRASAH,https://kys.udiseplus.gov.in/#/schooldetail/3494883/11,Alipurduar,Alipurduar-i,N/A,4-Upper Primary only,97-Madarsa Aided (Recognized),5 To 8,3-Co-educational,1-Rural,pradhan para,736204,,School_ID_3494883,2025-08-26T15:56:48.792581,1-Rural,5,8,1700,97-Madrasa Private Unaided (Recognized),97-Madarsa Recognized,NA,NA,91,61,30,N/A,8,8,0,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:44.633624,,,ABHINAV SMART ERA PUBLIC SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3401211/11,Alipurduar,Alipurduar Municipality,N/A,,5-Private Unaided(Recognized),- To -,N/A,2-Urban,ALIPURDUAR,,,School_ID_3401211,2025-08-26T15:57:17.799526,N/A,-,-,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,SUCCESS,7,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:44.766459,,,ACHIRUDDIN SSK,https://kys.udiseplus.gov.in/#/schooldetail/3446662/11,Alipurduar,Falakata,N/A,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,SHIBNATHPUR ALIPUR DUAR,735220,,School_ID_3446662,2025-08-26T15:58:56.573836,1-Rural,1,4,2000,6-Other State Govt. Managed,12-SSKs & MSks,NA,NA,114,60,54,N/A,4,1,3,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:44.852039,,,ADARSHA BANGSHIDHARPUR SSK,https://kys.udiseplus.gov.in/#/schooldetail/3422346/11,Alipurduar,Falakata,N/A,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"BANGSHI DHARPUR . KALIPUR , ALIPURDUAR",735211,,School_ID_3422346,2025-08-26T15:59:48.420106,1-Rural,1,4,2001,6-Other State Govt. Managed,12-SSKs & MSks,NA,NA,42,23,19,N/A,3,0,3,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:44.885909,,,ADARSHA BARODOBA SSK,https://kys.udiseplus.gov.in/#/schooldetail/3422324/11,Alipurduar,Falakata Municipality,N/A,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,2-Urban,"BARODOBA , FALAKATA , ALIPURDUAR",735211,,School_ID_3422324,2025-08-26T16:00:06.393023,1-Rural,1,4,2000,6-Other State Govt. Managed,12-SSKs & MSks,NA,NA,23,13,10,N/A,2,0,2,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:44.924318,,,ADARSHA HINDI PRY,https://kys.udiseplus.gov.in/#/schooldetail/3446805/11,Alipurduar,Kumargram,N/A,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,KUMARGRAM TG,736205,,School_ID_3446805,2025-08-26T16:00:22.693003,1-Rural,1,5,1978,1-Department of Education,1-Department of Education,NA,NA,266,128,138,N/A,8,5,3,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.061384,,,ADARSHA  SHISHU BIDYALAYA ( P V T),https://kys.udiseplus.gov.in/#/schooldetail/3470831/11,Alipurduar,Alipurduar-i,N/A,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,1-Rural,"CHAPATALI,BANCHUKAMARI",736122,,School_ID_3470831,2025-08-26T16:00:37.675485,1-Rural,1,4,2005,5-Private Unaided (Recognized),5-Private Unaided,NA,NA,11,6,5,N/A,2,2,0,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.094427,,,ADARSHA SISHU NIKETAN(PVT),https://kys.udiseplus.gov.in/#/schooldetail/3495256/11,Alipurduar,Madarihat,N/A,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,1-Rural,"SISHUBARIHAT,GOPALBAGAN,ALIPURDUAR,735213(WB)",735213,,School_ID_3495256,2025-08-26T16:00:56.178056,1-Rural,1,4,2016,5-Private Unaided (Recognized),5-Private Unaided,NA,NA,35,21,14,N/A,8,2,6,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.127368,,,ADARSHA SISHU TIRTHA (PVT),https://kys.udiseplus.gov.in/#/schooldetail/3470850/11,Alipurduar,Alipurduar-i,N/A,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,1-Rural,SALKUMARHAT,736204,,School_ID_3470850,2025-08-26T16:01:14.216254,1-Rural,1,4,2000,5-Private Unaided (Recognized),5-Private Unaided,NA,NA,66,34,32,N/A,6,3,3,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.161866,,,ADARSHA SISHU TIRTHA VIDYALAYA (PVT),https://kys.udiseplus.gov.in/#/schooldetail/3422468/11,Alipurduar,Kalchini,N/A,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,1-Rural,OLD HASIMARA,735215,,School_ID_3422468,2025-08-26T16:01:34.659024,1-Rural,1,4,1993,5-Private Unaided (Recognized),5-Private Unaided,NA,NA,33,16,17,N/A,5,1,4,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.198443,,,ADARSHA SSK,https://kys.udiseplus.gov.in/#/schooldetail/3470950/11,Alipurduar,Alipurduar-ii,N/A,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,BORAGARI,736121,,School_ID_3470950,2025-08-26T16:01:52.539474,1-Rural,1,4,1999,6-Other State Govt. Managed,12-SSKs & MSks,NA,NA,12,6,6,N/A,2,0,2,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.237329,,,ADARSHA  VIDYALAY (PVT),https://kys.udiseplus.gov.in/#/schooldetail/3495174/11,Alipurduar,Kumargram,N/A,2-Primary with Upper Primary,5-Private Unaided(Recognized),1 To 8,3-Co-educational,1-Rural,RAHIMABAD,736201,,School_ID_3495174,2025-08-26T16:02:11.560346,1-Rural,1,8,2002,5-Private Unaided (Recognized),5-Private Unaided,NA,NA,114,64,50,N/A,8,5,3,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.288385,,,ADARSH HINDI  HIGH SCHOOL(HS),https://kys.udiseplus.gov.in/#/schooldetail/3446806/11,Alipurduar,Kumargram,N/A,5-Up. Pr. Secondary and Higher Sec,15-Govt. Sponsered,5 To 12,3-Co-educational,1-Rural,Kumargram Alipurduar,736205,,School_ID_3446806,2025-08-26T16:02:27.200211,1-Rural,5,12,1978,1-Department of Education,15-Govt. Sponsered,2-State Board,2-State Board,1438,658,780,N/A,10,7,3,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.324147,,,ADHYAYAN ACADEMY (P V T),https://kys.udiseplus.gov.in/#/schooldetail/3471061/11,Alipurduar,Falakata Municipality,N/A,,5-Private Unaided(Recognized),- To -,N/A,1-Rural,VIVEKANANDAPALLY,735211,,School_ID_3471061,2025-08-26T16:02:51.509496,N/A,-,-,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,SUCCESS,7,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.359312,,,ADIBASHI YOUTH CLUB SSK,https://kys.udiseplus.gov.in/#/schooldetail/3494925/11,Alipurduar,Alipurduar-ii,N/A,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"SAMUKTALA,BIDHAN NAGAR",736206,,School_ID_3494925,2025-08-26T16:03:09.371639,1-Rural,1,4,2000,6-Other State Govt. Managed,12-SSKs & MSks,NA,NA,81,42,39,N/A,3,0,3,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.395951,,,ADMA FV PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3446778/11,Alipurduar,Kalchini,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,ADMA FOREST BUSTY,735227,,School_ID_3446778,2025-08-26T16:03:27.469976,1-Rural,1,4,2017,1-Department of Education,1-Department of Education,NA,NA,8,5,3,N/A,2,1,1,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.430431,,,AGAPE ACADEMY (PVT),https://kys.udiseplus.gov.in/#/schooldetail/3471143/11,Alipurduar,Kalchini,N/A,2-Primary with Upper Primary,5-Private Unaided(Recognized),1 To 8,3-Co-educational,1-Rural,"SANTALABARI F. V. , BUXADUAR, DIST ALIPURDUAR",735227,,School_ID_3471143,2025-08-26T16:03:45.725883,1-Rural,1,8,2011,5-Private Unaided (Recognized),5-Private Unaided,NA,NA,194,121,73,N/A,8,4,4,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.464264,,,AIR FORCE SCHOOL HASIMARA,https://kys.udiseplus.gov.in/#/schooldetail/3471111/11,Alipurduar,Kalchini,N/A,3-Pr. with Up.Pr. Sec. and H.Sec.,101-Other Central Govt. Schools,1 To 12,3-Co-educational,1-Rural,"airforce,hasimara",735215,,School_ID_3471111,2025-08-26T16:04:03.156887,1-Rural,1,12,1969,101-Other Central Govt./PSU Schools,101-Other Central Govt. Schools,1-CBSE,1-CBSE,201,98,103,N/A,26,15,11,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.496915,,,AKSHA BAKSHA PRY,https://kys.udiseplus.gov.in/#/schooldetail/3422472/11,Alipurduar,Kalchini,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,1-Rural,"satali mandal para,alipurduar",735214,,School_ID_3422472,2025-08-26T16:04:22.897280,1-Rural,1,4,1971,1-Department of Education,1-Department of Education,NA,NA,23,10,13,N/A,2,0,2,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.528279,,,ALBERT EKKA MEMORIAL (PVT),https://kys.udiseplus.gov.in/#/schooldetail/3495167/11,Alipurduar,Kalchini,N/A,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,1-Rural,GAROPARA,735217,,School_ID_3495167,2025-08-26T16:04:44.915044,1-Rural,1,4,1999,5-Private Unaided (Recognized),5-Private Unaided,NA,NA,46,21,25,N/A,5,1,4,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.561351,,,ALEYA SSK,https://kys.udiseplus.gov.in/#/schooldetail/3471031/11,Alipurduar,Falakata,N/A,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"BADAITARI, ALIPURDUAR",735220,,School_ID_3471031,2025-08-26T16:05:06.275675,1-Rural,1,4,2000,6-Other State Govt. Managed,12-SSKs & MSks,NA,NA,40,26,14,N/A,2,0,2,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.593551,,,ALINAGAR BIDYA PITH PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3446707/11,Alipurduar,Falakata,N/A,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"VILL. ALINAGAR, P.O. ALINAGAR, DIST. ALIPURDUAR",735216,,School_ID_3446707,2025-08-26T16:05:24.143548,1-Rural,1,5,1972,1-Department of Education,1-Department of Education,NA,NA,57,29,28,N/A,3,0,3,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.625087,,,ALINAGAR DAS PARA SSK,https://kys.udiseplus.gov.in/#/schooldetail/3422381/11,Alipurduar,Falakata,N/A,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"SURUGOAN SANTILINE , KHAGENHAT , ALIPURDUAR",735204,,School_ID_3422381,2025-08-26T16:05:42.920088,1-Rural,1,4,2009,6-Other State Govt. Managed,12-SSKs & MSks,NA,NA,33,14,19,N/A,2,1,1,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.656776,,,ALINAGAR MITRA PARA SSK,https://kys.udiseplus.gov.in/#/schooldetail/3446708/11,Alipurduar,Falakata,N/A,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"alinagar , JATESWAR , ALIPURDUAR",735216,,School_ID_3446708,2025-08-26T16:06:00.525489,1-Rural,1,4,2000,6-Other State Govt. Managed,12-SSKs & MSks,NA,NA,19,6,13,N/A,2,0,2,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.693561,,,ALINAGAR S/C PRIMARY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3446706/11,Alipurduar,Falakata,N/A,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,ALINAGAR,735216,,School_ID_3446706,2025-08-26T16:06:18.817785,1-Rural,1,5,1952,1-Department of Education,1-Department of Education,NA,NA,42,21,21,N/A,3,2,1,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.776181,,,ALIPURDUAR BALIKA SIKSHA MANDIR HIGH SCHOOL (H.S),https://kys.udiseplus.gov.in/#/schooldetail/3422671/11,Alipurduar,Alipurduar Municipality,N/A,5-Up. Pr. Secondary and Higher Sec,15-Govt. Sponsered,5 To 12,2-Girls,2-Urban,"Itkhola, Alipurduar",736121,,School_ID_3422671,2025-08-26T16:06:35.419770,2-Urban,5,12,1964,1-Department of Education,15-Govt. Sponsered,2-State Board,2-State Board,559,0,559,N/A,29,0,29,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.809149,,,ALIPURDUAR BOYS H/A PRY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3446962/11,Alipurduar,Alipurduar Municipality,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,2-Urban,babupara,736121,,School_ID_3446962,2025-08-26T16:06:54.182185,2-Urban,1,4,1916,1-Department of Education,1-Department of Education,NA,NA,162,105,57,N/A,8,7,1,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.840553,,,ALIPURDUAR COLLEGIATE HIGH SC,https://kys.udiseplus.gov.in/#/schooldetail/3499526/11,Alipurduar,Alipurduar Municipality,N/A,1-Primary,1-Department of Education,1 To 5,3-Co-educational,2-Urban,college para,736121,,School_ID_3499526,2025-08-26T16:07:10.343158,2-Urban,1,5,1947,1-Department of Education,1-Department of Education,2-State Board,2-State Board,184,86,98,N/A,0,0,0,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.871853,,,ALIPURDUAR GIRL'S H/A. PRY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3446961/11,Alipurduar,Alipurduar Municipality,N/A,1-Primary,1-Department of Education,1 To 4,2-Girls,2-Urban,alipurduar,736121,,School_ID_3446961,2025-08-26T16:07:27.316611,2-Urban,1,4,1918,1-Department of Education,1-Department of Education,NA,NA,88,0,88,N/A,4,0,4,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.902332,,,ALIPURDUAR GIRLS HIGH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3471304/11,Alipurduar,Alipurduar Municipality,N/A,5-Up. Pr. Secondary and Higher Sec,15-Govt. Sponsered,5 To 12,2-Girls,2-Urban,"BABUPARA, ALIPURDUAR",736121,,School_ID_3471304,2025-08-26T16:07:42.367577,2-Urban,5,12,1918,1-Department of Education,15-Govt. Sponsered,2-State Board,2-State Board,1233,0,1233,N/A,31,0,31,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.933291,,,ALIPURDUAR GOBINDA HIGH SCHOOL H.S,https://kys.udiseplus.gov.in/#/schooldetail/3495303/11,Alipurduar,Alipurduar Municipality,N/A,5-Up. Pr. Secondary and Higher Sec,15-Govt. Sponsered,5 To 12,1-Boys,2-Urban,"NETAJEE ROAD WARD NO. 16, ALIPURDUAR WB",736121,,School_ID_3495303,2025-08-26T16:07:57.239974,2-Urban,5,12,1959,1-Department of Education,15-Govt. Sponsered,2-State Board,2-State Board,207,177,30,N/A,21,14,7,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.967407,,,ALIPURDUAR HIGH SCHOOL (HS),https://kys.udiseplus.gov.in/#/schooldetail/3471303/11,Alipurduar,Alipurduar Municipality,N/A,5-Up. Pr. Secondary and Higher Sec,15-Govt. Sponsered,5 To 12,3-Co-educational,2-Urban,BABUPARA ALIPURDUAR PIN 736121,736121,,School_ID_3471303,2025-08-26T16:08:11.886997,2-Urban,5,12,1916,1-Department of Education,15-Govt. Sponsered,2-State Board,2-State Board,1530,1437,93,N/A,39,27,12,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:45.999703,,,ALIPURDUAR HINDI BOARD FREE PRY,https://kys.udiseplus.gov.in/#/schooldetail/3471300/11,Alipurduar,Alipurduar Municipality,N/A,1-Primary,1-Department of Education,1 To 5,3-Co-educational,2-Urban,BABUPARA,736121,,School_ID_3471300,2025-08-26T16:08:26.652855,2-Urban,1,5,1940,1-Department of Education,1-Department of Education,NA,NA,95,43,52,N/A,6,2,4,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.031662,,,ALIPURDUAR HINDI MADHYAMIK VIDYALAYA (HS),https://kys.udiseplus.gov.in/#/schooldetail/3495299/11,Alipurduar,Alipurduar Municipality,N/A,5-Up. Pr. Secondary and Higher Sec,15-Govt. Sponsered,5 To 12,3-Co-educational,2-Urban,"SAMUKTALA ROAD, POST ALIPURDUAR, DIST ALIPURDUAR, PIN 736121",736121,,School_ID_3495299,2025-08-26T16:08:47.283429,2-Urban,5,12,1966,1-Department of Education,15-Govt. Sponsered,2-State Board,2-State Board,461,236,225,N/A,20,14,6,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.067108,,,ALIPURDUAR JUNCTION RLY H.S. SCHOOL(GIRLS),https://kys.udiseplus.gov.in/#/schooldetail/3494876/11,Alipurduar,Alipurduar-i,N/A,,95-Railway Vidyalaya,- To -,N/A,1-Rural,PO ALIPURDUAR JUNCTION PIN736123,736123,,School_ID_3494876,2025-08-26T16:09:04.180752,N/A,-,-,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,SUCCESS,7,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.098927,,,ALIPURDUAR NEWTOWN GIRLS HIGH,https://kys.udiseplus.gov.in/#/schooldetail/3422670/11,Alipurduar,Alipurduar Municipality,N/A,5-Up. Pr. Secondary and Higher Sec,15-Govt. Sponsered,5 To 12,2-Girls,2-Urban,"ITKHOLA, ALIPURDUAR",736121,,School_ID_3422670,2025-08-26T16:09:22.216263,2-Urban,5,12,1950,1-Department of Education,15-Govt. Sponsered,2-State Board,2-State Board,1954,0,1954,N/A,44,0,44,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.130224,,,ALIPURDUAR NO 2 RR PRY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3422678/11,Alipurduar,Alipurduar Municipality,N/A,1-Primary,1-Department of Education,1 To 5,3-Co-educational,2-Urban,itkhola,736121,,School_ID_3422678,2025-08-26T16:09:38.109046,2-Urban,1,5,1950,1-Department of Education,1-Department of Education,NA,NA,32,5,27,N/A,5,0,5,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.161911,,,ALIPURDUAR NO I R/R PRY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/3471301/11,Alipurduar,Alipurduar Municipality,N/A,1-Primary,1-Department of Education,1 To 4,3-Co-educational,2-Urban,"BABUPARA,WARD NO 18, ALIPURDUAR",736121,,School_ID_3471301,2025-08-26T16:09:52.001528,2-Urban,1,4,1935,1-Department of Education,1-Department of Education,NA,NA,44,20,24,N/A,3,0,3,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.193242,,,ALOK DOOT SHISHU VIDYALAYA(PVT),https://kys.udiseplus.gov.in/#/schooldetail/3471296/11,Alipurduar,Alipurduar Municipality,N/A,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,2-Urban,alipurduar,736121,,School_ID_3471296,2025-08-26T16:10:09.167599,2-Urban,1,4,1983,5-Private Unaided (Recognized),5-Private Unaided,NA,NA,61,27,34,N/A,5,0,5,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.223762,,,ALONGBAR J B,https://kys.udiseplus.gov.in/#/schooldetail/3494884/11,Alipurduar,Alipurduar-i,N/A,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,munshi para,736204,,School_ID_3494884,2025-08-26T16:10:24.523305,1-Rural,1,5,1957,1-Department of Education,1-Department of Education,NA,NA,88,54,34,N/A,4,3,1,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.254879,,,ALONGBAR MSK,https://kys.udiseplus.gov.in/#/schooldetail/3470848/11,Alipurduar,Alipurduar-i,N/A,4-Upper Primary only,12-SSKs & MSks,5 To 8,3-Co-educational,1-Rural,MUNSHIPARA SALKUMARHAT,736204,,School_ID_3470848,2025-08-26T16:10:43.366679,1-Rural,5,8,2006,6-Other State Govt. Managed,12-SSKs & MSks,NA,NA,18,13,5,N/A,5,4,1,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.285864,,,ALPINE ENG. MID SCHOOL (PVT),https://kys.udiseplus.gov.in/#/schooldetail/3446749/11,Alipurduar,Kalchini,N/A,1-Primary,5-Private Unaided(Recognized),1 To 4,3-Co-educational,1-Rural,"HASIMARA,BHARNOBBARI",735215,,School_ID_3446749,2025-08-26T16:11:03.645481,1-Rural,1,4,2007,5-Private Unaided (Recognized),5-Private Unaided,NA,NA,89,48,41,N/A,6,3,3,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.316035,,,AMARPALLY SSK,https://kys.udiseplus.gov.in/#/schooldetail/3495034/11,Alipurduar,Falakata Municipality,N/A,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,2-Urban,AMAR PALLY (MILL ROAD),735211,,School_ID_3495034,2025-08-26T16:11:24.948777,1-Rural,1,4,2000,6-Other State Govt. Managed,12-SSKs & MSks,NA,NA,21,10,11,N/A,1,0,1,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.351483,,,AMARPUR AMBADHURA SSK,https://kys.udiseplus.gov.in/#/schooldetail/3446824/11,Alipurduar,Kumargram,N/A,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,"AMARPUR AMBADHURA SSK, ALIPURDUAR",736203,,School_ID_3446824,2025-08-26T16:11:46.058898,1-Rural,1,4,2000,6-Other State Govt. Managed,12-SSKs & MSks,NA,NA,33,13,20,N/A,3,0,3,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.382578,,,AMARPUR B.F.P.,https://kys.udiseplus.gov.in/#/schooldetail/3446827/11,Alipurduar,Kumargram,N/A,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"AMARPUR, KUMARGRAM, ALIPURDUAR",736203,,School_ID_3446827,2025-08-26T16:12:01.502021,1-Rural,1,5,1951,1-Department of Education,1-Department of Education,NA,NA,26,9,17,N/A,1,1,0,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.413078,,,AMARPUR NEW PRY,https://kys.udiseplus.gov.in/#/schooldetail/3446826/11,Alipurduar,Kumargram,N/A,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"AMARPUR, KUMARGRAM, ALIPURDUAR",736203,,School_ID_3446826,2025-08-26T16:12:16.877338,1-Rural,1,5,1974,1-Department of Education,1-Department of Education,NA,NA,53,24,29,N/A,4,3,1,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.445091,,,AMARTYA SEN SSK,https://kys.udiseplus.gov.in/#/schooldetail/3446577/11,Alipurduar,Alipurduar-ii,N/A,1-Primary,12-SSKs & MSks,1 To 4,3-Co-educational,1-Rural,KAYAKHATA,736208,,School_ID_3446577,2025-08-26T16:12:32.609630,1-Rural,1,4,2002,6-Other State Govt. Managed,12-SSKs & MSks,NA,NA,36,24,12,N/A,2,0,2,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.476349,,,AMBARI MSK,https://kys.udiseplus.gov.in/#/schooldetail/3422658/11,Alipurduar,Madarihat,N/A,4-Upper Primary only,12-SSKs & MSks,5 To 8,3-Co-educational,1-Rural,DAKSHIN RANGALIBAZNA,735213,,School_ID_3422658,2025-08-26T16:12:49.572887,1-Rural,5,8,2005,6-Other State Govt. Managed,12-SSKs & MSks,NA,NA,70,28,42,N/A,4,4,0,SUCCESS,9,2
True,True,WEST BENGAL,119,ALIPURDUAR,2924,2025-08-19T11:55:46.507274,,,AMBEDKAR ACADEMY (PVT),https://kys.udiseplus.gov.in/#/schooldetail/3446764/11,Alipurduar,Kalchini,N/A,2-Primary with Upper Primary,5-Private Unaided(Recognized),1 To 8,3-Co-educational,1-Rural,CHUAPARA T G,735217,,School_ID_3446764,2025-08-26T16:13:06.633285,1-Rural,1,8,2003,5-Private Unaided (Recognized),5-Private Unaided,NA,NA,79,40,39,N/A,10,4,6,SUCCESS,9,2
